Datetime,Price,Quantity
Market Sell,2024-12-06 18:42:36.767,71.301,101100.0
Market Buy,2024-12-06 18:44:26.074,28.934,100895.0
Market Buy,2024-12-06 18:44:27.002,29.012,100922.4
Market Buy,2024-12-06 18:44:42.069,25.324,100941.5
Market Buy,2024-12-06 18:45:17.415,23.61,100968.1
Market Buy,2024-12-06 18:45:32.621,22.74,100900.1
Market Buy,2024-12-06 18:45:45.065,35.325,100944.6
Market Sell,2024-12-06 18:54:37.787,19.526,101497.2
Market Buy,2024-12-06 18:54:42.329,18.971,101500.0
Market Sell,2024-12-06 18:54:44.680,20.0,101515.9
Market Sell,2024-12-06 18:55:12.757,23.513,101501.8
Market Sell,2024-12-06 18:55:23.462,16.215,101491.9
Market Sell,2024-12-06 18:55:26.472,22.541,101476.7
Market Sell,2024-12-06 18:55:26.558,19.473,101458.9
Market Sell,2024-12-06 18:55:36.681,18.314,101466.5
Market Sell,2024-12-06 18:55:41.307,21.021,101453.5
Market Sell,2024-12-06 18:55:57.955,20.989,101467.8
Market Sell,2024-12-07 00:29:46.660000+05:30,20.0,101501.7
Market Buy,2024-12-07 00:48:36.145000+05:30,16.607,101499.5
Market Buy,2024-12-07 00:48:36.145000+05:30,63.196,101500.0
Market Buy,2024-12-07 00:50:25.870000+05:30,23.115,101500.0
Market Buy,2024-12-07 00:54:04.830000+05:30,21.881,101486.3
Market Buy,2024-12-07 00:54:04.932000+05:30,100.437,101486.3
Market Buy,2024-12-07 00:55:29.772000+05:30,23.864,101600.0
Market Sell,2024-12-07 01:14:17.076000+05:30,23.811,101756.1
Market Sell,2024-12-07 01:14:55.750000+05:30,20.961,101777.1
Market Sell,2024-12-07 01:15:11.368000+05:30,16.958,101769.5
Market Sell,2024-12-07 01:15:23.501000+05:30,18.384,101700.0
Market Sell,2024-12-07 01:22:10.528000+05:30,26.453,101775.0
Market Sell,2024-12-07 01:22:10.639000+05:30,20.236,101775.0
Market Buy,2024-12-07 01:25:05.357000+05:30,17.633,101760.0
Market Buy,2024-12-07 01:32:10.941000+05:30,37.648,101600.0
Market Buy,2024-12-07 20:36:24.148000+05:30,16.166,99700.0
Market Buy,2024-12-07 21:12:19.393000+05:30,19.949,99799.9
Market Buy,2024-12-07 21:12:19.393000+05:30,62.632,99800.0
Market Sell,2024-12-07 21:34:07.259000+05:30,27.149,99791.5
Market Buy,2024-12-07 21:48:50.326000+05:30,15.126,99550.0
Market Sell,2024-12-07 22:21:44.506000+05:30,19.364,99800.0
Market Buy,2024-12-07 23:21:33.333000+05:30,16.267,99755.5
Market Buy,2024-12-08 00:14:54.886000+05:30,23.814,99999.0
Market Buy,2024-12-08 00:14:54.886000+05:30,24.763,100000.0
Market Sell,2024-12-08 00:20:08.826000+05:30,38.154,100230.0
Market Sell,2024-12-08 00:25:16.084000+05:30,134.634,100250.0
Market Sell,2024-12-08 00:29:58.646000+05:30,19.895,100200.0
Market Sell,2024-12-08 00:41:02.040000+05:30,45.841,100239.8
Market Sell,2024-12-08 00:41:02.141000+05:30,53.517,100239.8
Market Buy,2024-12-08 00:51:05.595000+05:30,24.257,100200.0
Market Sell,2024-12-08 01:03:30.639000+05:30,59.336,100012.4
Market Sell,2024-12-08 01:03:30.670000+05:30,26.585,100012.4
