Symbol,Side,Order Type,Time in Force,Quantity,Price,Average Price,Order Status,Last Filled Quantity,Filled Quantity,Event Time (IST),Trade Time (IST)
BTCUSDT,BUY,LIMIT,IOC,0.058,98353.02,97964.5,FILLED,0.055,0.058,2024-12-05 01:42:17.292000+05:30,2024-12-05 01:42:17.290000+05:30
BTCUSDT,BUY,LIMIT,IOC,1.352,98413.0,97964.5,FILLED,0.11,1.352,2024-12-05 01:42:18.456000+05:30,2024-12-05 01:42:18.452000+05:30
BTCUSDT,BUY,LIMIT,IOC,1.983,98416.11,97947.6,FILLED,0.191,1.983,2024-12-05 01:42:34.119000+05:30,2024-12-05 01:42:34.116000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.015,98335.66,97960.9,FILLED,0.015,0.015,2024-12-05 01:42:39.090000+05:30,2024-12-05 01:42:39.087000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.034,98369.94,97987.4,FILLED,0.034,0.034,2024-12-05 01:42:41.368000+05:30,2024-12-05 01:42:41.364000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.01,98394.19,98028.3,FILLED,0.01,0.01,2024-12-05 01:42:44.238000+05:30,2024-12-05 01:42:44.235000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.009,98405.05,98046.5,FILLED,0.009,0.009,2024-12-05 01:42:45.309000+05:30,2024-12-05 01:42:45.306000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.006,98427.74,98054.0,FILLED,0.006,0.006,2024-12-05 01:42:46.334000+05:30,2024-12-05 01:42:46.331000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.03,98428.6,98036.0,FILLED,0.026,0.03,2024-12-05 01:42:47.976000+05:30,2024-12-05 01:42:47.974000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.009,98456.6,98086.5,FILLED,0.009,0.009,2024-12-05 01:42:53.055000+05:30,2024-12-05 01:42:53.053000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.025,98452.58,98100.0,FILLED,0.025,0.025,2024-12-05 01:43:00.281000+05:30,2024-12-05 01:43:00.204000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.466,98461.09,98080.1,FILLED,0.191,0.466,2024-12-05 01:43:01.609000+05:30,2024-12-05 01:43:01.606000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.01,98459.44,98100.0,FILLED,0.01,0.01,2024-12-05 01:43:03.356000+05:30,2024-12-05 01:43:03.293000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.007,98469.02,98088.3,FILLED,0.007,0.007,2024-12-05 01:43:04.482000+05:30,2024-12-05 01:43:04.480000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.262,98473.41,98090.1,FILLED,0.208,0.262,2024-12-05 01:43:10.040000+05:30,2024-12-05 01:43:10.037000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,98483.02,98126.0,FILLED,0.003,0.003,2024-12-05 01:43:15.029000+05:30,2024-12-05 01:43:15.026000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.063,98488.0,98129.7,FILLED,0.063,0.063,2024-12-05 01:43:16.100000+05:30,2024-12-05 01:43:16.097000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,98493.74,98126.2,FILLED,0.002,0.002,2024-12-05 01:43:17.162000+05:30,2024-12-05 01:43:17.161000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.007,98498.95,98157.7,FILLED,0.007,0.007,2024-12-05 01:43:32.062000+05:30,2024-12-05 01:43:32.059000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.349,98510.6,98169.3,FILLED,0.349,0.349,2024-12-05 01:43:36.157000+05:30,2024-12-05 01:43:36.153000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.686,98542.64,98200.0,FILLED,0.403,0.686,2024-12-05 01:43:37.193000+05:30,2024-12-05 01:43:37.190000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.738,98556.69,98224.0,FILLED,0.001,0.738,2024-12-05 01:43:38.673000+05:30,2024-12-05 01:43:38.669000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.011,98575.05,98210.1,FILLED,0.001,0.011,2024-12-05 01:43:39.718000+05:30,2024-12-05 01:43:39.715000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.004,98582.72,98224.8,FILLED,0.002,0.004,2024-12-05 01:43:41.047000+05:30,2024-12-05 01:43:41.044000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.02,98585.45,98200.1,FILLED,0.02,0.02,2024-12-05 01:43:43.098000+05:30,2024-12-05 01:43:43.095000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.005,98593.29,98228.3,FILLED,0.005,0.005,2024-12-05 01:43:46.083000+05:30,2024-12-05 01:43:46.076000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.001,98592.09,98217.6,FILLED,0.001,0.001,2024-12-05 01:43:52.592000+05:30,2024-12-05 01:43:52.590000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.019,98611.45,98240.0,FILLED,0.019,0.019,2024-12-05 01:43:57.100000+05:30,2024-12-05 01:43:57.097000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.004,98616.98,98242.8,FILLED,0.004,0.004,2024-12-05 01:43:59.218000+05:30,2024-12-05 01:43:59.216000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.009,98620.82,98248.0,FILLED,0.009,0.009,2024-12-05 01:44:01.063000+05:30,2024-12-05 01:44:01.061000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.004,98622.68,98274.9,FILLED,0.004,0.004,2024-12-05 01:44:02.086000+05:30,2024-12-05 01:44:02.084000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.053,98637.68,98291.6,FILLED,0.053,0.053,2024-12-05 01:44:03.091000+05:30,2024-12-05 01:44:03.087000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.282,98652.27,98284.4,FILLED,0.143,0.282,2024-12-05 01:44:07.335000+05:30,2024-12-05 01:44:07.331000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.007,98655.21,98292.5,FILLED,0.007,0.007,2024-12-05 01:44:10.186000+05:30,2024-12-05 01:44:10.183000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.042,98669.0,98309.1,FILLED,0.042,0.042,2024-12-05 01:44:12.082000+05:30,2024-12-05 01:44:12.078000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,98678.37,98301.3,FILLED,0.002,0.002,2024-12-05 01:44:13.085000+05:30,2024-12-05 01:44:13.082000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.019,98661.0,98268.8,FILLED,0.019,0.019,2024-12-05 01:45:34.544000+05:30,2024-12-05 01:45:34.541000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.108,98667.45,98274.8,FILLED,0.108,0.108,2024-12-05 01:45:36.319000+05:30,2024-12-05 01:45:36.316000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.6,98670.09,98278.74,FILLED,0.005,0.6,2024-12-05 01:45:37.365000+05:30,2024-12-05 01:45:37.362000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.094,98698.69,98319.2,FILLED,0.094,0.094,2024-12-05 01:45:39.041000+05:30,2024-12-05 01:45:39.039000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,98706.08,98325.4,FILLED,0.002,0.003,2024-12-05 01:45:40.046000+05:30,2024-12-05 01:45:40.044000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.004,98711.67,98327.2,FILLED,0.004,0.004,2024-12-05 01:45:44.062000+05:30,2024-12-05 01:45:44.059000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.529,98714.81,98305.4,FILLED,0.185,0.529,2024-12-05 01:45:45.503000+05:30,2024-12-05 01:45:45.500000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.027,98716.01,98344.9,FILLED,0.027,0.027,2024-12-05 01:45:59.064000+05:30,2024-12-05 01:45:59.062000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.241,98734.92,98365.0,FILLED,0.241,0.241,2024-12-05 01:46:03.181000+05:30,2024-12-05 01:46:03.178000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.012,98747.99,98378.0,FILLED,0.012,0.012,2024-12-05 01:46:04.328000+05:30,2024-12-05 01:46:04.324000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.011,98764.97,98380.6,FILLED,0.011,0.011,2024-12-05 01:46:08.057000+05:30,2024-12-05 01:46:08.055000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.011,98767.88,98380.6,FILLED,0.011,0.011,2024-12-05 01:46:09.302000+05:30,2024-12-05 01:46:09.299000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.02,98748.03,98366.3,FILLED,0.02,0.02,2024-12-05 01:46:11.275000+05:30,2024-12-05 01:46:11.272000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.015,98751.9,98382.5,FILLED,0.015,0.015,2024-12-05 01:46:15.069000+05:30,2024-12-05 01:46:15.067000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,98773.64,98416.1,FILLED,0.002,0.002,2024-12-05 01:46:18.064000+05:30,2024-12-05 01:46:18.062000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.004,98803.41,98439.5,FILLED,0.004,0.004,2024-12-05 01:46:19.271000+05:30,2024-12-05 01:46:19.269000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.005,98806.58,98414.8,FILLED,0.005,0.005,2024-12-05 01:46:20.615000+05:30,2024-12-05 01:46:20.613000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.012,98822.16,98434.3,FILLED,0.012,0.012,2024-12-05 01:46:34.035000+05:30,2024-12-05 01:46:34.033000+05:30
BTCUSDT,BUY,LIMIT,IOC,3.0,98914.22,98440.01,FILLED,0.108,3.0,2024-12-05 01:46:39.215000+05:30,2024-12-05 01:46:39.212000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.086,98848.76,98498.9,FILLED,0.019,0.086,2024-12-05 01:47:06.044000+05:30,2024-12-05 01:47:06.040000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.173,98888.06,98499.9,FILLED,0.173,0.173,2024-12-05 01:47:07.062000+05:30,2024-12-05 01:47:07.060000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.015,98881.84,98493.4,FILLED,0.015,0.015,2024-12-05 01:47:08.562000+05:30,2024-12-05 01:47:08.558000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.008,98854.22,98444.3,FILLED,0.008,0.008,2024-12-05 01:47:48.208000+05:30,2024-12-05 01:47:48.206000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.11,98840.57,98450.0,FILLED,0.024,0.11,2024-12-05 01:48:30.272000+05:30,2024-12-05 01:48:30.269000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.503,98850.46,98469.8,FILLED,0.028,0.503,2024-12-05 01:48:40.276000+05:30,2024-12-05 01:48:40.273000+05:30
BTCUSDT,BUY,LIMIT,IOC,4.553,98920.53,98541.67,FILLED,0.293,4.553,2024-12-05 01:48:46.685000+05:30,2024-12-05 01:48:46.681000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.009,98897.21,98541.6,FILLED,0.009,0.009,2024-12-05 01:48:47.711000+05:30,2024-12-05 01:48:47.708000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.034,98907.61,98555.9,FILLED,0.034,0.034,2024-12-05 01:48:49.041000+05:30,2024-12-05 01:48:49.038000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.014,98938.95,98560.6,FILLED,0.014,0.014,2024-12-05 01:48:51.130000+05:30,2024-12-05 01:48:51.127000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.261,98939.92,98532.1,FILLED,0.261,0.261,2024-12-05 01:48:53.154000+05:30,2024-12-05 01:48:53.149000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.023,98944.97,98562.4,FILLED,0.023,0.023,2024-12-05 01:48:59.082000+05:30,2024-12-05 01:48:59.079000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.026,98949.21,98568.0,FILLED,0.006,0.026,2024-12-05 01:49:06.310000+05:30,2024-12-05 01:49:06.307000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,98954.25,98561.3,FILLED,0.002,0.002,2024-12-05 01:49:09.536000+05:30,2024-12-05 01:49:09.533000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.024,98960.1,98575.2,FILLED,0.024,0.024,2024-12-05 01:49:15.068000+05:30,2024-12-05 01:49:15.066000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.515,98965.42,98590.1,FILLED,0.469,0.515,2024-12-05 01:49:17.125000+05:30,2024-12-05 01:49:17.121000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.013,98970.22,98602.1,FILLED,0.013,0.013,2024-12-05 01:49:20.034000+05:30,2024-12-05 01:49:20.032000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.03,98972.8,98597.1,FILLED,0.03,0.03,2024-12-05 01:49:21.563000+05:30,2024-12-05 01:49:21.561000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.228,98973.25,98597.1,FILLED,0.228,0.228,2024-12-05 01:49:23.309000+05:30,2024-12-05 01:49:23.306000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.006,98975.49,98597.1,FILLED,0.006,0.006,2024-12-05 01:49:24.369000+05:30,2024-12-05 01:49:24.367000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.072,98982.27,98600.0,FILLED,0.072,0.072,2024-12-05 01:49:26.132000+05:30,2024-12-05 01:49:26.130000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.023,98983.57,98631.6,FILLED,0.023,0.023,2024-12-05 01:49:27.342000+05:30,2024-12-05 01:49:27.338000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.104,98998.93,98624.1,FILLED,0.1,0.104,2024-12-05 01:49:29.060000+05:30,2024-12-05 01:49:29.057000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.057,98950.01,98556.3,FILLED,0.057,0.057,2024-12-05 01:49:41.144000+05:30,2024-12-05 01:49:41.129000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.2,99004.19,98616.8,FILLED,0.2,0.2,2024-12-05 01:49:56.376000+05:30,2024-12-05 01:49:56.373000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.052,99008.32,98616.7,FILLED,0.052,0.052,2024-12-05 01:49:57.499000+05:30,2024-12-05 01:49:57.496000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,99010.79,98616.7,FILLED,0.003,0.003,2024-12-05 01:49:58.600000+05:30,2024-12-05 01:49:58.596000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,99012.25,98616.5,FILLED,0.002,0.002,2024-12-05 01:50:06.157000+05:30,2024-12-05 01:50:06.155000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.082,99021.18,98644.1,FILLED,0.082,0.082,2024-12-05 01:50:12.055000+05:30,2024-12-05 01:50:12.053000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.435,99026.3,98656.1,FILLED,0.411,0.435,2024-12-05 01:50:13.065000+05:30,2024-12-05 01:50:13.061000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.005,99027.53,98686.3,FILLED,0.005,0.005,2024-12-05 01:50:16.063000+05:30,2024-12-05 01:50:16.061000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.443,99035.35,98686.3,FILLED,0.443,0.443,2024-12-05 01:50:17.223000+05:30,2024-12-05 01:50:17.197000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.046,99058.04,98708.9,FILLED,0.046,0.046,2024-12-05 01:50:21.117000+05:30,2024-12-05 01:50:21.113000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.029,99065.33,98707.0,FILLED,0.029,0.029,2024-12-05 01:50:23.084000+05:30,2024-12-05 01:50:23.082000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.025,99070.71,98700.1,FILLED,0.025,0.025,2024-12-05 01:50:24.340000+05:30,2024-12-05 01:50:24.338000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.013,99073.07,98702.1,FILLED,0.013,0.013,2024-12-05 01:50:27.245000+05:30,2024-12-05 01:50:27.215000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.009,99086.6,98723.9,FILLED,0.009,0.009,2024-12-05 01:50:34.051000+05:30,2024-12-05 01:50:34.046000+05:30
BTCUSDT,BUY,LIMIT,IOC,1.117,99146.75,98689.7,FILLED,0.117,1.117,2024-12-05 01:50:35.297000+05:30,2024-12-05 01:50:35.273000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.1,99105.5,98736.1,FILLED,0.1,0.1,2024-12-05 01:51:13.090000+05:30,2024-12-05 01:51:13.088000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.034,99096.56,98723.8,FILLED,0.01,0.034,2024-12-05 01:51:22.503000+05:30,2024-12-05 01:51:22.500000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.012,99114.65,98732.6,FILLED,0.012,0.012,2024-12-05 01:51:27.235000+05:30,2024-12-05 01:51:27.231000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,99119.36,98750.0,FILLED,0.002,0.002,2024-12-05 01:51:28.461000+05:30,2024-12-05 01:51:28.458000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.032,99126.55,98750.0,FILLED,0.032,0.032,2024-12-05 01:51:29.494000+05:30,2024-12-05 01:51:29.492000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,99118.89,98755.5,FILLED,0.002,0.002,2024-12-05 01:51:30.594000+05:30,2024-12-05 01:51:30.592000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.135,99131.5,98755.5,FILLED,0.135,0.135,2024-12-05 01:51:31.615000+05:30,2024-12-05 01:51:31.613000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.012,99133.82,98760.0,FILLED,0.012,0.012,2024-12-05 01:51:34.357000+05:30,2024-12-05 01:51:34.354000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.015,99134.99,98771.6,FILLED,0.015,0.015,2024-12-05 01:51:35.484000+05:30,2024-12-05 01:51:35.477000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.006,99144.43,98789.0,FILLED,0.006,0.006,2024-12-05 01:51:36.537000+05:30,2024-12-05 01:51:36.534000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.383,99167.48,98790.6,FILLED,0.383,0.383,2024-12-05 01:51:38.031000+05:30,2024-12-05 01:51:38.028000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.242,99168.73,98782.2,FILLED,0.222,0.242,2024-12-05 01:51:39.437000+05:30,2024-12-05 01:51:39.433000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.146,99169.84,98782.3,FILLED,0.146,0.146,2024-12-05 01:51:40.474000+05:30,2024-12-05 01:51:40.472000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.1,99170.55,98783.7,FILLED,0.1,0.1,2024-12-05 01:51:43.250000+05:30,2024-12-05 01:51:43.246000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.05,99178.93,98800.0,FILLED,0.05,0.05,2024-12-05 01:51:46.032000+05:30,2024-12-05 01:51:46.029000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.163,99184.73,98800.0,FILLED,0.075,0.163,2024-12-05 01:51:47.054000+05:30,2024-12-05 01:51:47.050000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,99189.91,98792.4,FILLED,0.003,0.003,2024-12-05 01:51:48.167000+05:30,2024-12-05 01:51:48.161000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.006,99129.47,98732.6,FILLED,0.006,0.006,2024-12-05 01:52:16.160000+05:30,2024-12-05 01:52:16.134000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,99194.84,98800.0,FILLED,0.002,0.002,2024-12-05 01:52:37.194000+05:30,2024-12-05 01:52:37.190000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,99201.79,98834.3,FILLED,0.003,0.003,2024-12-05 01:52:50.108000+05:30,2024-12-05 01:52:50.105000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.055,99212.72,98827.7,FILLED,0.055,0.055,2024-12-05 01:52:52.246000+05:30,2024-12-05 01:52:52.244000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.028,99220.99,98831.1,FILLED,0.028,0.028,2024-12-05 01:52:53.454000+05:30,2024-12-05 01:52:53.451000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.036,99224.62,98830.2,FILLED,0.036,0.036,2024-12-05 01:52:58.397000+05:30,2024-12-05 01:52:58.395000+05:30
BTCUSDT,BUY,LIMIT,IOC,1.0,99274.72,98827.01,FILLED,0.074,1.0,2024-12-05 01:53:00.107000+05:30,2024-12-05 01:53:00.104000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.125,99229.37,98831.2,FILLED,0.012,0.125,2024-12-05 01:53:02.067000+05:30,2024-12-05 01:53:02.060000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.029,99233.52,98852.8,FILLED,0.029,0.029,2024-12-05 01:53:16.141000+05:30,2024-12-05 01:53:16.138000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.008,99237.22,98839.7,FILLED,0.008,0.008,2024-12-05 01:53:17.291000+05:30,2024-12-05 01:53:17.288000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,99243.28,98852.8,FILLED,0.002,0.002,2024-12-05 01:53:19.040000+05:30,2024-12-05 01:53:19.038000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.006,99256.33,98864.4,FILLED,0.006,0.006,2024-12-05 01:53:22.200000+05:30,2024-12-05 01:53:22.197000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.364,99256.73,98864.4,FILLED,0.013,0.364,2024-12-05 01:53:23.331000+05:30,2024-12-05 01:53:23.329000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.028,99257.9,98864.4,FILLED,0.028,0.028,2024-12-05 01:53:25.563000+05:30,2024-12-05 01:53:25.560000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.109,99255.42,98864.3,FILLED,0.109,0.109,2024-12-05 01:53:35.261000+05:30,2024-12-05 01:53:35.258000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.2,99257.5,98864.3,FILLED,0.2,0.2,2024-12-05 01:53:37.640000+05:30,2024-12-05 01:53:37.637000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,99155.22,98763.2,FILLED,0.002,0.002,2024-12-05 01:55:14.603000+05:30,2024-12-05 01:55:14.601000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.121,99197.3,98806.5,FILLED,0.121,0.121,2024-12-05 01:55:27.068000+05:30,2024-12-05 01:55:27.065000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.131,99162.6,98792.0,FILLED,0.058,0.131,2024-12-05 01:55:30.378000+05:30,2024-12-05 01:55:30.375000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.004,99149.99,98745.0,FILLED,0.002,0.004,2024-12-05 01:56:29.533000+05:30,2024-12-05 01:56:29.530000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.155,98054.34,98459.1,FILLED,0.155,0.155,2024-12-05 01:57:45.222000+05:30,2024-12-05 01:57:45.192000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.007,98036.73,98443.5,FILLED,0.007,0.007,2024-12-05 01:58:04.276000+05:30,2024-12-05 01:58:04.270000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.011,98025.82,98424.5,FILLED,0.011,0.011,2024-12-05 01:58:15.044000+05:30,2024-12-05 01:58:15.041000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.005,98830.57,98432.8,FILLED,0.005,0.005,2024-12-05 01:58:19.435000+05:30,2024-12-05 01:58:19.433000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.013,98013.0,98400.0,FILLED,0.013,0.013,2024-12-05 01:58:21.538000+05:30,2024-12-05 01:58:21.536000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.05,97983.72,98360.0,FILLED,0.05,0.05,2024-12-05 01:58:27.208000+05:30,2024-12-05 01:58:27.206000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.092,97965.05,98364.5,FILLED,0.092,0.092,2024-12-05 01:58:29.307000+05:30,2024-12-05 01:58:29.306000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.002,97945.6,98341.9,FILLED,0.002,0.002,2024-12-05 01:58:39.401000+05:30,2024-12-05 01:58:39.397000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.003,97932.96,98319.1,FILLED,0.003,0.003,2024-12-05 01:58:44.653000+05:30,2024-12-05 01:58:44.650000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.014,97923.68,98319.1,FILLED,0.014,0.014,2024-12-05 01:58:46.642000+05:30,2024-12-05 01:58:46.639000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.03,97908.44,98283.8,FILLED,0.03,0.03,2024-12-05 01:58:49.252000+05:30,2024-12-05 01:58:49.248000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.505,97900.18,98287.7,FILLED,0.143,0.505,2024-12-05 01:58:50.308000+05:30,2024-12-05 01:58:50.306000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.02,97889.05,98280.7,FILLED,0.02,0.02,2024-12-05 01:58:53.694000+05:30,2024-12-05 01:58:53.690000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.013,97880.54,98279.9,FILLED,0.013,0.013,2024-12-05 01:59:03.159000+05:30,2024-12-05 01:59:03.156000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.008,97864.36,98245.96,FILLED,0.003,0.008,2024-12-05 01:59:17.333000+05:30,2024-12-05 01:59:17.303000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.014,97862.83,98239.4,FILLED,0.013,0.014,2024-12-05 01:59:18.439000+05:30,2024-12-05 01:59:18.435000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.002,97836.02,98201.3,FILLED,0.002,0.002,2024-12-05 01:59:19.468000+05:30,2024-12-05 01:59:19.466000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.005,97818.02,98201.1,FILLED,0.005,0.005,2024-12-05 01:59:20.714000+05:30,2024-12-05 01:59:20.712000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.006,97798.59,98196.0,FILLED,0.006,0.006,2024-12-05 01:59:22.109000+05:30,2024-12-05 01:59:22.102000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.403,97786.78,98158.7,FILLED,0.403,0.403,2024-12-05 01:59:45.419000+05:30,2024-12-05 01:59:45.416000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.506,97773.94,98164.3,FILLED,0.465,0.506,2024-12-05 01:59:46.663000+05:30,2024-12-05 01:59:46.658000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.033,98927.36,98568.0,FILLED,0.033,0.033,2024-12-05 02:04:54.352000+05:30,2024-12-05 02:04:54.349000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,98931.16,98541.1,FILLED,0.003,0.003,2024-12-05 02:04:55.656000+05:30,2024-12-05 02:04:55.654000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.271,98944.29,98562.5,FILLED,0.249,0.271,2024-12-05 02:05:09.544000+05:30,2024-12-05 02:05:09.540000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.066,98946.58,98566.9,FILLED,0.036,0.066,2024-12-05 02:05:11.215000+05:30,2024-12-05 02:05:11.211000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,98974.06,98586.8,FILLED,0.002,0.002,2024-12-05 02:05:44.476000+05:30,2024-12-05 02:05:44.472000+05:30
