Symbol,Side,Order Type,Time in Force,Quantity,Price,Average Price,Order Status,Last Filled Quantity,Filled Quantity,Event Time (IST),Trade Time (IST)
BTCUSDT,SELL,LIMIT,IOC,0.013,94434.91,94809.6,FILLED,0.013,0.013,2024-12-04 22:16:25.587000+05:30,2024-12-04 22:16:25.584000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.033,94413.17,94790.0,FILLED,0.002,0.033,2024-12-04 22:16:38.690000+05:30,2024-12-04 22:16:38.687000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.004,94428.32,94793.9,FILLED,0.004,0.004,2024-12-04 22:16:40.256000+05:30,2024-12-04 22:16:40.245000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.278,94398.27,94770.3,FILLED,0.142,0.278,2024-12-04 22:16:43.091000+05:30,2024-12-04 22:16:43.086000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.059,94413.84,94791.9,FILLED,0.038,0.059,2024-12-04 22:16:44.654000+05:30,2024-12-04 22:16:44.651000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.003,94490.89,94835.8,FILLED,0.003,0.003,2024-12-04 22:18:39.080000+05:30,2024-12-04 22:18:39.062000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.036,94461.52,94835.3,FILLED,0.036,0.036,2024-12-04 22:18:42.491000+05:30,2024-12-04 22:18:42.488000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.008,94494.45,94873.3,FILLED,0.008,0.008,2024-12-04 22:18:46.564000+05:30,2024-12-04 22:18:46.560000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.004,94492.96,94868.9,FILLED,0.004,0.004,2024-12-04 22:18:54.689000+05:30,2024-12-04 22:18:54.687000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.022,94482.6,94845.1,FILLED,0.022,0.022,2024-12-04 22:18:56.412000+05:30,2024-12-04 22:18:56.408000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.014,94468.08,94838.3,FILLED,0.014,0.014,2024-12-04 22:18:57.669000+05:30,2024-12-04 22:18:57.665000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.029,94460.15,94838.3,FILLED,0.021,0.029,2024-12-04 22:18:59.445000+05:30,2024-12-04 22:18:59.442000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.07,94447.01,94833.3,FILLED,0.001,0.07,2024-12-04 22:19:01.719000+05:30,2024-12-04 22:19:01.716000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.2,94516.42,94904.5,FILLED,0.198,0.2,2024-12-04 22:19:11.677000+05:30,2024-12-04 22:19:11.674000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.21,95344.76,94966.8,FILLED,0.21,0.21,2024-12-04 22:24:28.608000+05:30,2024-12-04 22:24:28.605000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,95383.95,95013.3,FILLED,0.002,0.002,2024-12-04 22:24:53.246000+05:30,2024-12-04 22:24:53.242000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.018,95397.25,95009.9,FILLED,0.018,0.018,2024-12-04 22:25:09.495000+05:30,2024-12-04 22:25:09.492000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.009,95423.09,95029.1,FILLED,0.009,0.009,2024-12-04 22:27:53.486000+05:30,2024-12-04 22:27:53.482000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.142,95438.66,95074.9,FILLED,0.142,0.142,2024-12-04 22:31:26.553000+05:30,2024-12-04 22:31:26.550000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.01,95458.62,95095.2,FILLED,0.01,0.01,2024-12-04 22:31:53.379000+05:30,2024-12-04 22:31:53.377000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.007,95508.13,95139.0,FILLED,0.007,0.007,2024-12-04 22:32:45.618000+05:30,2024-12-04 22:32:45.616000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.009,95530.77,95161.1,FILLED,0.009,0.009,2024-12-04 22:34:38.210000+05:30,2024-12-04 22:34:38.166000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.263,95546.96,95194.0,FILLED,0.263,0.263,2024-12-04 22:34:40.185000+05:30,2024-12-04 22:34:40.183000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.008,95554.02,95173.3,FILLED,0.008,0.008,2024-12-04 22:34:41.637000+05:30,2024-12-04 22:34:41.634000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.002,94566.57,94940.8,FILLED,0.002,0.002,2024-12-04 22:36:33.537000+05:30,2024-12-04 22:36:33.535000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.016,94490.08,94865.0,FILLED,0.016,0.016,2024-12-04 22:36:45.567000+05:30,2024-12-04 22:36:45.565000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.066,94439.55,94816.6,FILLED,0.06,0.066,2024-12-04 22:36:59.216000+05:30,2024-12-04 22:36:59.213000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.038,94409.03,94804.8,FILLED,0.038,0.038,2024-12-04 22:37:22.402000+05:30,2024-12-04 22:37:22.400000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.001,94502.18,94850.0,FILLED,0.001,0.001,2024-12-04 22:39:31.108000+05:30,2024-12-04 22:39:31.104000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.009,94450.13,94829.3,FILLED,0.002,0.009,2024-12-04 22:39:55.181000+05:30,2024-12-04 22:39:55.178000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.005,94378.97,94755.0,FILLED,0.005,0.005,2024-12-04 22:42:58.662000+05:30,2024-12-04 22:42:58.658000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.043,95267.75,94884.1,FILLED,0.043,0.043,2024-12-04 22:43:35.233000+05:30,2024-12-04 22:43:35.229000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.01,94472.87,94821.4,FILLED,0.007,0.01,2024-12-04 22:47:26.301000+05:30,2024-12-04 22:47:26.298000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.091,95416.38,95067.1,FILLED,0.021,0.091,2024-12-04 22:49:02.653000+05:30,2024-12-04 22:49:02.650000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.085,95523.89,95144.0,FILLED,0.085,0.085,2024-12-04 23:03:38.671000+05:30,2024-12-04 23:03:38.668000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.21,95527.72,95143.5,FILLED,0.207,0.21,2024-12-04 23:03:40.046000+05:30,2024-12-04 23:03:40.045000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.049,95541.32,95164.0,FILLED,0.028,0.049,2024-12-04 23:03:58.379000+05:30,2024-12-04 23:03:58.376000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.015,95559.72,95198.0,FILLED,0.015,0.015,2024-12-04 23:04:06.355000+05:30,2024-12-04 23:04:06.352000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,95574.07,95198.0,FILLED,0.003,0.003,2024-12-04 23:04:07.540000+05:30,2024-12-04 23:04:07.537000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.004,95576.83,95205.9,FILLED,0.004,0.004,2024-12-04 23:04:12.610000+05:30,2024-12-04 23:04:12.608000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.037,95587.87,95260.0,FILLED,0.037,0.037,2024-12-04 23:04:32.225000+05:30,2024-12-04 23:04:32.221000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.005,95642.97,95263.3,FILLED,0.005,0.005,2024-12-04 23:04:34.647000+05:30,2024-12-04 23:04:34.643000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.021,95655.38,95268.7,FILLED,0.021,0.021,2024-12-04 23:05:57.184000+05:30,2024-12-04 23:05:57.182000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.002,94777.54,95144.6,FILLED,0.002,0.002,2024-12-04 23:13:11.726000+05:30,2024-12-04 23:13:11.723000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.066,94859.71,95218.0,FILLED,0.064,0.066,2024-12-04 23:14:53.151000+05:30,2024-12-04 23:14:53.147000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.002,94713.98,95066.0,FILLED,0.002,0.002,2024-12-04 23:16:44.308000+05:30,2024-12-04 23:16:44.305000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.001,94680.82,95054.0,FILLED,0.001,0.001,2024-12-04 23:16:47.456000+05:30,2024-12-04 23:16:47.452000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.013,95661.48,95326.79,FILLED,0.007,0.013,2024-12-04 23:18:46.154000+05:30,2024-12-04 23:18:46.150000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,95687.31,95321.0,FILLED,0.002,0.002,2024-12-04 23:18:47.239000+05:30,2024-12-04 23:18:47.236000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.036,95602.47,95296.0,FILLED,0.016,0.036,2024-12-04 23:19:12.240000+05:30,2024-12-04 23:19:12.236000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.007,95718.34,95371.9,FILLED,0.007,0.007,2024-12-04 23:19:30.622000+05:30,2024-12-04 23:19:30.619000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.016,95749.35,95385.0,FILLED,0.016,0.016,2024-12-04 23:19:37.212000+05:30,2024-12-04 23:19:37.209000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.023,95747.66,95373.3,FILLED,0.002,0.023,2024-12-04 23:19:51.525000+05:30,2024-12-04 23:19:51.521000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,95768.31,95394.9,FILLED,0.002,0.002,2024-12-04 23:20:05.436000+05:30,2024-12-04 23:20:05.433000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.014,95782.82,95430.2,FILLED,0.014,0.014,2024-12-04 23:20:10.361000+05:30,2024-12-04 23:20:10.357000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.682,95822.23,95426.1,FILLED,0.328,0.682,2024-12-04 23:20:11.556000+05:30,2024-12-04 23:20:11.552000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.006,95810.83,95478.6,FILLED,0.006,0.006,2024-12-04 23:20:13.646000+05:30,2024-12-04 23:20:13.644000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.008,95822.45,95480.9,FILLED,0.008,0.008,2024-12-04 23:20:15.082000+05:30,2024-12-04 23:20:15.079000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,95854.44,95480.1,FILLED,0.002,0.002,2024-12-04 23:20:16.161000+05:30,2024-12-04 23:20:16.160000+05:30
BTCUSDT,BUY,LIMIT,IOC,4.119,95940.95,95487.5,FILLED,0.405,4.119,2024-12-04 23:20:17.440000+05:30,2024-12-04 23:20:17.437000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.004,95884.37,95536.4,FILLED,0.001,0.004,2024-12-04 23:20:25.153000+05:30,2024-12-04 23:20:25.149000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,95898.64,95528.4,FILLED,0.002,0.002,2024-12-04 23:21:25.139000+05:30,2024-12-04 23:21:25.137000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.006,95917.03,95538.5,FILLED,0.006,0.006,2024-12-04 23:21:30.360000+05:30,2024-12-04 23:21:30.358000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.039,95926.08,95564.3,FILLED,0.039,0.039,2024-12-04 23:21:32.198000+05:30,2024-12-04 23:21:32.189000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.01,95937.85,95561.6,FILLED,0.01,0.01,2024-12-04 23:21:35.501000+05:30,2024-12-04 23:21:35.498000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.027,95942.0,95573.4,FILLED,0.027,0.027,2024-12-04 23:22:00.257000+05:30,2024-12-04 23:22:00.255000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.065,95943.07,95565.7,FILLED,0.011,0.065,2024-12-04 23:22:02.680000+05:30,2024-12-04 23:22:02.678000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.103,95920.36,95558.0,FILLED,0.103,0.103,2024-12-04 23:22:21.421000+05:30,2024-12-04 23:22:21.418000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.012,95952.68,95573.7,FILLED,0.012,0.012,2024-12-04 23:22:30.037000+05:30,2024-12-04 23:22:30.034000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.012,95967.29,95600.0,FILLED,0.002,0.012,2024-12-04 23:23:31.056000+05:30,2024-12-04 23:23:31.053000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.34,95970.27,95600.0,FILLED,0.34,0.34,2024-12-04 23:23:33.072000+05:30,2024-12-04 23:23:33.070000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,95976.27,95611.6,FILLED,0.003,0.003,2024-12-04 23:23:47.466000+05:30,2024-12-04 23:23:47.463000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.047,95986.32,95617.5,FILLED,0.034,0.047,2024-12-04 23:23:48.474000+05:30,2024-12-04 23:23:48.459000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.009,95988.93,95617.5,FILLED,0.009,0.009,2024-12-04 23:23:49.518000+05:30,2024-12-04 23:23:49.515000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.012,95925.8,95566.1,FILLED,0.004,0.012,2024-12-04 23:25:27.574000+05:30,2024-12-04 23:25:27.571000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.04,95892.59,95545.8,FILLED,0.035,0.04,2024-12-04 23:28:25.188000+05:30,2024-12-04 23:28:25.186000+05:30
BTCUSDT,BUY,LIMIT,IOC,4.319,96091.56,95661.46,FILLED,0.01,4.319,2024-12-04 23:30:22.308000+05:30,2024-12-04 23:30:22.305000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.01,96024.32,95652.1,FILLED,0.01,0.01,2024-12-04 23:30:35.581000+05:30,2024-12-04 23:30:35.578000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.053,96036.86,95675.0,FILLED,0.053,0.053,2024-12-04 23:30:41.286000+05:30,2024-12-04 23:30:41.283000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.035,96053.8,95681.2,FILLED,0.035,0.035,2024-12-04 23:30:48.535000+05:30,2024-12-04 23:30:48.532000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.239,96057.66,95682.4,FILLED,0.239,0.239,2024-12-04 23:30:54.671000+05:30,2024-12-04 23:30:54.669000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.016,96063.99,95699.9,FILLED,0.016,0.016,2024-12-04 23:30:57.209000+05:30,2024-12-04 23:30:57.205000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.018,96065.72,95699.8,FILLED,0.018,0.018,2024-12-04 23:30:58.559000+05:30,2024-12-04 23:30:58.555000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,96081.04,95716.5,FILLED,0.002,0.002,2024-12-04 23:31:02.187000+05:30,2024-12-04 23:31:02.185000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.005,96089.76,95709.0,FILLED,0.005,0.005,2024-12-04 23:31:04.096000+05:30,2024-12-04 23:31:04.043000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.063,96092.39,95724.8,FILLED,0.063,0.063,2024-12-04 23:31:06.072000+05:30,2024-12-04 23:31:06.063000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,96097.86,95723.0,FILLED,0.002,0.002,2024-12-04 23:31:08.252000+05:30,2024-12-04 23:31:08.249000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.002,95307.29,95685.6,FILLED,0.002,0.002,2024-12-04 23:31:32.297000+05:30,2024-12-04 23:31:32.295000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,96078.51,95702.0,FILLED,0.003,0.003,2024-12-04 23:31:37.261000+05:30,2024-12-04 23:31:37.257000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.001,96015.04,95664.6,FILLED,0.001,0.001,2024-12-04 23:32:06.775000+05:30,2024-12-04 23:32:06.773000+05:30
BTCUSDT,BUY,LIMIT,IOC,9.97,96232.04,95724.58,FILLED,0.204,9.97,2024-12-04 23:37:22.291000+05:30,2024-12-04 23:37:22.288000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,96110.09,95745.0,FILLED,0.003,0.003,2024-12-04 23:37:51.393000+05:30,2024-12-04 23:37:51.390000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.02,96128.66,95748.9,FILLED,0.02,0.02,2024-12-04 23:37:59.438000+05:30,2024-12-04 23:37:59.436000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.029,96140.65,95755.9,FILLED,0.029,0.029,2024-12-04 23:38:03.336000+05:30,2024-12-04 23:38:03.333000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.007,96143.53,95764.7,FILLED,0.007,0.007,2024-12-04 23:38:18.353000+05:30,2024-12-04 23:38:18.352000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.022,95275.86,95659.9,FILLED,0.022,0.022,2024-12-04 23:39:55.405000+05:30,2024-12-04 23:39:55.402000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.011,96110.58,95751.4,FILLED,0.011,0.011,2024-12-04 23:40:25.643000+05:30,2024-12-04 23:40:25.640000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.006,96153.14,95779.9,FILLED,0.006,0.006,2024-12-04 23:41:04.546000+05:30,2024-12-04 23:41:04.545000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.007,96159.24,95783.9,FILLED,0.007,0.007,2024-12-04 23:41:12.244000+05:30,2024-12-04 23:41:12.241000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,96173.14,95799.0,FILLED,0.002,0.002,2024-12-04 23:41:27.398000+05:30,2024-12-04 23:41:27.394000+05:30
BTCUSDT,BUY,LIMIT,IOC,1.626,96246.59,95805.4,FILLED,1.626,1.626,2024-12-04 23:41:35.327000+05:30,2024-12-04 23:41:35.325000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.005,96197.78,95824.3,FILLED,0.005,0.005,2024-12-04 23:41:40.505000+05:30,2024-12-04 23:41:40.502000+05:30
BTCUSDT,BUY,LIMIT,IOC,10.0,96348.74,95823.86,FILLED,0.098,10.0,2024-12-04 23:42:16.155000+05:30,2024-12-04 23:42:16.150000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.427,96237.53,95879.9,FILLED,0.427,0.427,2024-12-04 23:42:25.141000+05:30,2024-12-04 23:42:25.138000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.025,96253.93,95879.9,FILLED,0.025,0.025,2024-12-04 23:42:26.252000+05:30,2024-12-04 23:42:26.249000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.024,96261.86,95874.3,FILLED,0.009,0.024,2024-12-04 23:42:29.358000+05:30,2024-12-04 23:42:29.356000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.35,96269.32,95916.5,FILLED,0.101,0.35,2024-12-04 23:42:38.246000+05:30,2024-12-04 23:42:38.243000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.005,96280.24,95908.5,FILLED,0.005,0.005,2024-12-04 23:42:39.610000+05:30,2024-12-04 23:42:39.607000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.104,96287.27,95924.0,FILLED,0.037,0.104,2024-12-04 23:42:42.484000+05:30,2024-12-04 23:42:42.482000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.021,96295.02,95924.0,FILLED,0.021,0.021,2024-12-04 23:42:43.620000+05:30,2024-12-04 23:42:43.616000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.022,96306.76,95937.4,FILLED,0.022,0.022,2024-12-04 23:42:48.234000+05:30,2024-12-04 23:42:48.233000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.01,96310.95,95937.4,FILLED,0.01,0.01,2024-12-04 23:42:49.713000+05:30,2024-12-04 23:42:49.710000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.005,96318.89,95941.9,FILLED,0.005,0.005,2024-12-04 23:43:03.391000+05:30,2024-12-04 23:43:03.388000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.256,96343.69,95976.3,FILLED,0.23,0.256,2024-12-04 23:43:18.211000+05:30,2024-12-04 23:43:18.208000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.054,96359.85,95984.0,FILLED,0.054,0.054,2024-12-04 23:43:55.070000+05:30,2024-12-04 23:43:55.067000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.001,95718.73,95972.9,FILLED,0.001,0.001,2024-12-04 23:45:25.626000+05:30,2024-12-04 23:45:25.622000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.024,96156.05,95833.4,FILLED,0.014,0.024,2024-12-04 23:49:07.055000+05:30,2024-12-04 23:49:07.053000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.004,95478.06,95826.1,FILLED,0.004,0.004,2024-12-04 23:49:10.352000+05:30,2024-12-04 23:49:10.350000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,96364.0,95982.0,FILLED,0.003,0.003,2024-12-05 00:10:15.468000+05:30,2024-12-05 00:10:15.464000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.471,96377.65,95997.5,FILLED,0.471,0.471,2024-12-05 00:10:30.144000+05:30,2024-12-05 00:10:30.136000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.01,96379.8,96020.4,FILLED,0.01,0.01,2024-12-05 00:10:32.649000+05:30,2024-12-05 00:10:32.646000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.007,96389.69,96030.3,FILLED,0.007,0.007,2024-12-05 00:10:34.363000+05:30,2024-12-05 00:10:34.361000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,96406.21,96030.5,FILLED,0.002,0.002,2024-12-05 00:11:23.311000+05:30,2024-12-05 00:11:23.309000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.525,96417.91,96044.49,FILLED,0.186,0.525,2024-12-05 00:11:37.134000+05:30,2024-12-05 00:11:37.124000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.058,96423.15,96050.6,FILLED,0.058,0.058,2024-12-05 00:11:39.039000+05:30,2024-12-05 00:11:39.035000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.288,96434.6,96049.5,FILLED,0.025,0.288,2024-12-05 00:11:42.256000+05:30,2024-12-05 00:11:42.253000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,96371.41,95999.6,FILLED,0.003,0.003,2024-12-05 00:12:30.646000+05:30,2024-12-05 00:12:30.643000+05:30
BTCUSDT,SELL,LIMIT,IOC,0.28,95600.86,95970.1,FILLED,0.28,0.28,2024-12-05 00:14:10.106000+05:30,2024-12-05 00:14:10.103000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,96435.8,96087.56,FILLED,0.001,0.003,2024-12-05 00:15:16.478000+05:30,2024-12-05 00:15:16.475000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,96453.01,96108.0,FILLED,0.002,0.002,2024-12-05 00:15:18.068000+05:30,2024-12-05 00:15:18.066000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.022,96476.79,96113.5,FILLED,0.018,0.022,2024-12-05 00:15:20.733000+05:30,2024-12-05 00:15:20.731000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,96496.85,96145.0,FILLED,0.003,0.003,2024-12-05 00:15:23.553000+05:30,2024-12-05 00:15:23.550000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.03,96527.91,96163.2,FILLED,0.03,0.03,2024-12-05 00:15:25.049000+05:30,2024-12-05 00:15:25.046000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.004,96532.63,96156.0,FILLED,0.004,0.004,2024-12-05 00:15:26.225000+05:30,2024-12-05 00:15:26.221000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.234,96536.93,96176.8,FILLED,0.234,0.234,2024-12-05 00:15:41.153000+05:30,2024-12-05 00:15:41.151000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.007,96554.15,96177.5,FILLED,0.007,0.007,2024-12-05 00:15:44.658000+05:30,2024-12-05 00:15:44.655000+05:30
BTCUSDT,BUY,LIMIT,IOC,3.625,96636.9,96177.5,FILLED,0.014,3.625,2024-12-05 00:15:45.705000+05:30,2024-12-05 00:15:45.702000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.012,96555.37,96177.5,FILLED,0.012,0.012,2024-12-05 00:15:47.172000+05:30,2024-12-05 00:15:47.169000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.002,96558.17,96183.2,FILLED,0.002,0.002,2024-12-05 00:15:50.659000+05:30,2024-12-05 00:15:50.656000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.052,96561.62,96183.2,FILLED,0.052,0.052,2024-12-05 00:15:52.156000+05:30,2024-12-05 00:15:52.153000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.007,96579.73,96200.0,FILLED,0.007,0.007,2024-12-05 00:16:49.255000+05:30,2024-12-05 00:16:49.253000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.007,96585.99,96217.9,FILLED,0.007,0.007,2024-12-05 00:16:53.033000+05:30,2024-12-05 00:16:53.031000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.019,96599.25,96221.1,FILLED,0.019,0.019,2024-12-05 00:16:56.072000+05:30,2024-12-05 00:16:56.068000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.011,96606.39,96222.0,FILLED,0.011,0.011,2024-12-05 00:17:15.294000+05:30,2024-12-05 00:17:15.291000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.005,96611.29,96237.2,FILLED,0.005,0.005,2024-12-05 00:17:19.207000+05:30,2024-12-05 00:17:19.205000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.006,96617.8,96237.2,FILLED,0.006,0.006,2024-12-05 00:17:20.704000+05:30,2024-12-05 00:17:20.702000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.014,96625.61,96259.7,FILLED,0.014,0.014,2024-12-05 00:17:24.105000+05:30,2024-12-05 00:17:24.102000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.01,96646.33,96272.7,FILLED,0.003,0.01,2024-12-05 00:17:34.172000+05:30,2024-12-05 00:17:34.169000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.004,96649.17,96268.9,FILLED,0.004,0.004,2024-12-05 00:17:37.443000+05:30,2024-12-05 00:17:37.440000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.1,96652.29,96268.9,FILLED,0.1,0.1,2024-12-05 00:17:38.536000+05:30,2024-12-05 00:17:38.534000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.033,96673.61,96290.5,FILLED,0.033,0.033,2024-12-05 00:35:34.176000+05:30,2024-12-05 00:35:34.091000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.003,96652.99,96282.1,FILLED,0.003,0.003,2024-12-05 00:36:19.144000+05:30,2024-12-05 00:36:18.601000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.081,96655.6,96306.24,FILLED,0.012,0.081,2024-12-05 00:36:21.801000+05:30,2024-12-05 00:36:21.291000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.022,96686.6,96323.2,FILLED,0.022,0.022,2024-12-05 00:36:24.341000+05:30,2024-12-05 00:36:24.108000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.006,96688.76,96324.2,FILLED,0.006,0.006,2024-12-05 00:36:27.126000+05:30,2024-12-05 00:36:27.123000+05:30
BTCUSDT,BUY,LIMIT,IOC,0.008,96692.86,96324.2,FILLED,0.008,0.008,2024-12-05 00:36:28.717000+05:30,2024-12-05 00:36:28.710000+05:30
