Datetime,Price
2024-12-13 23:31:00,101689.9
2024-12-13 23:31:02,101686.1
2024-12-13 23:31:04,101664.5
2024-12-13 23:31:06,101682.0
2024-12-13 23:31:08,101686.1
2024-12-13 23:31:10,101686.1
2024-12-13 23:31:12,101699.3
2024-12-13 23:31:14,101728.4
2024-12-13 23:31:16,101742.7
2024-12-13 23:31:18,101742.7
2024-12-13 23:31:20,101718.1
2024-12-13 23:31:22,101677.2
2024-12-13 23:31:24,101665.7
2024-12-13 23:31:26,101660.5
2024-12-13 23:31:28,101655.0
2024-12-13 23:31:30,101655.0
2024-12-13 23:31:32,101655.0
2024-12-13 23:31:34,101654.9
2024-12-13 23:31:36,101653.7
2024-12-13 23:31:38,101641.2
2024-12-13 23:31:40,101689.6
2024-12-13 23:31:42,101694.7
2024-12-13 23:31:44,101699.9
2024-12-13 23:31:46,101694.7
2024-12-13 23:31:48,101689.8
2024-12-13 23:31:50,101686.9
2024-12-13 23:31:52,101686.9
2024-12-13 23:31:54,101675.5
2024-12-13 23:31:56,101675.4
2024-12-13 23:31:58,101681.7
2024-12-13 23:32:00,101675.9
2024-12-13 23:32:02,101677.1
2024-12-13 23:32:04,101677.2
2024-12-13 23:32:06,101677.1
2024-12-13 23:32:08,101653.5
2024-12-13 23:32:10,101640.7
2024-12-13 23:32:12,101677.1
2024-12-13 23:32:14,101677.1
2024-12-13 23:32:16,101677.1
2024-12-13 23:32:18,101654.1
2024-12-13 23:32:20,101661.4
2024-12-13 23:32:22,101665.1
2024-12-13 23:32:24,101665.0
2024-12-13 23:32:26,101662.1
2024-12-13 23:32:28,101686.5
2024-12-13 23:32:30,101677.1
2024-12-13 23:32:32,101679.9
2024-12-13 23:32:34,101690.7
2024-12-13 23:32:36,101690.7
2024-12-13 23:32:38,101700.0
2024-12-13 23:32:40,101699.9
2024-12-13 23:32:42,101728.6
2024-12-13 23:32:44,101728.6
2024-12-13 23:32:46,101717.5
2024-12-13 23:32:48,101702.6
2024-12-13 23:32:50,101683.6
2024-12-13 23:32:52,101686.2
2024-12-13 23:32:54,101683.6
2024-12-13 23:32:56,101650.9
2024-12-13 23:32:58,101644.9
2024-12-13 23:33:00,101644.9
2024-12-13 23:33:02,101645.0
2024-12-13 23:33:04,101644.9
2024-12-13 23:33:06,101629.4
2024-12-13 23:33:08,101629.5
2024-12-13 23:33:10,101629.4
2024-12-13 23:33:12,101600.1
2024-12-13 23:33:14,101611.6
2024-12-13 23:33:16,101605.8
2024-12-13 23:33:18,101629.5
2024-12-13 23:33:20,101631.4
2024-12-13 23:33:22,101641.0
2024-12-13 23:33:24,101610.9
2024-12-13 23:33:26,101615.4
2024-12-13 23:33:28,101610.0
2024-12-13 23:33:30,101609.4
2024-12-13 23:33:32,101605.4
2024-12-13 23:33:34,101600.4
2024-12-13 23:33:36,101631.9
2024-12-13 23:33:38,101646.0
2024-12-13 23:33:40,101666.4
2024-12-13 23:33:42,101668.5
2024-12-13 23:33:44,101685.8
2024-12-13 23:33:46,101700.0
2024-12-13 23:33:48,101691.5
2024-12-13 23:33:50,101700.2
2024-12-13 23:33:52,101707.9
2024-12-13 23:33:54,101695.0
2024-12-13 23:33:56,101698.7
2024-12-13 23:33:58,101709.9
2024-12-13 23:34:00,101709.9
2024-12-13 23:34:02,101709.9
2024-12-13 23:34:04,101709.9
2024-12-13 23:34:06,101732.3
2024-12-13 23:34:08,101732.3
2024-12-13 23:34:10,101728.9
2024-12-13 23:34:12,101728.8
2024-12-13 23:34:14,101722.5
2024-12-13 23:34:16,101728.7
2024-12-13 23:34:18,101728.7
2024-12-13 23:34:20,101728.8
2024-12-13 23:34:22,101750.0
2024-12-13 23:34:24,101750.0
2024-12-13 23:34:26,101768.7
2024-12-13 23:34:28,101765.0
2024-12-13 23:34:30,101753.8
2024-12-13 23:34:32,101747.1
2024-12-13 23:34:34,101763.6
2024-12-13 23:34:36,101763.7
2024-12-13 23:34:38,101763.6
2024-12-13 23:34:40,101752.1
2024-12-13 23:34:42,101748.2
2024-12-13 23:34:44,101748.2
2024-12-13 23:34:46,101751.9
2024-12-13 23:34:48,101747.0
2024-12-13 23:34:50,101725.6
2024-12-13 23:34:52,101746.0
2024-12-13 23:34:54,101746.0
2024-12-13 23:34:56,101748.1
2024-12-13 23:34:58,101753.2
2024-12-13 23:35:00,101756.8
2024-12-13 23:35:02,101756.8
2024-12-13 23:35:04,101758.3
2024-12-13 23:35:06,101758.2
2024-12-13 23:35:08,101742.0
2024-12-13 23:35:10,101721.3
2024-12-13 23:35:12,101709.9
2024-12-13 23:35:14,101697.3
2024-12-13 23:35:16,101666.8
2024-12-13 23:35:18,101710.0
2024-12-13 23:35:20,101707.9
2024-12-13 23:35:22,101721.6
2024-12-13 23:35:24,101752.1
2024-12-13 23:35:26,101740.8
2024-12-13 23:35:28,101729.1
2024-12-13 23:35:30,101729.1
2024-12-13 23:35:32,101744.9
2024-12-13 23:35:34,101741.0
2024-12-13 23:35:36,101741.2
2024-12-13 23:35:38,101730.1
2024-12-13 23:35:40,101730.2
2024-12-13 23:35:42,101726.5
2024-12-13 23:35:44,101726.4
2024-12-13 23:35:46,101726.5
2024-12-13 23:35:48,101726.5
2024-12-13 23:35:50,101708.2
2024-12-13 23:35:52,101700.5
2024-12-13 23:35:54,101719.2
2024-12-13 23:35:56,101719.1
2024-12-13 23:35:58,101719.1
2024-12-13 23:36:00,101716.8
2024-12-13 23:36:02,101700.5
2024-12-13 23:36:04,101700.6
2024-12-13 23:36:06,101700.5
2024-12-13 23:36:08,101700.6
2024-12-13 23:36:10,101681.4
2024-12-13 23:36:12,101669.5
2024-12-13 23:36:14,101656.4
2024-12-13 23:36:16,101644.9
2024-12-13 23:36:18,101621.8
2024-12-13 23:36:20,101609.1
2024-12-13 23:36:22,101605.2
2024-12-13 23:36:24,101619.3
2024-12-13 23:36:26,101620.9
2024-12-13 23:36:28,101612.0
2024-12-13 23:36:30,101635.9
2024-12-13 23:36:32,101646.0
2024-12-13 23:36:34,101638.4
2024-12-13 23:36:36,101638.4
2024-12-13 23:36:38,101630.5
2024-12-13 23:36:40,101603.5
2024-12-13 23:36:42,101595.5
2024-12-13 23:36:44,101593.0
2024-12-13 23:36:46,101612.8
2024-12-13 23:36:48,101612.8
2024-12-13 23:36:50,101608.3
2024-12-13 23:36:52,101586.1
2024-12-13 23:36:54,101580.8
2024-12-13 23:36:56,101600.0
2024-12-13 23:36:58,101611.2
2024-12-13 23:37:00,101599.9
2024-12-13 23:37:02,101596.1
2024-12-13 23:37:04,101579.8
2024-12-13 23:37:06,101587.2
2024-12-13 23:37:08,101599.7
2024-12-13 23:37:10,101612.7
2024-12-13 23:37:12,101626.0
2024-12-13 23:37:14,101622.1
2024-12-13 23:37:16,101627.4
2024-12-13 23:37:18,101629.7
2024-12-13 23:37:20,101627.4
2024-12-13 23:37:22,101627.4
2024-12-13 23:37:25,101617.7
2024-12-13 23:37:27,101632.8
2024-12-13 23:37:28,101644.8
2024-12-13 23:37:31,101679.6
2024-12-13 23:37:33,101671.3
2024-12-13 23:37:35,101669.3
2024-12-13 23:37:37,101690.0
2024-12-13 23:37:39,101689.9
2024-12-13 23:37:41,101675.5
2024-12-13 23:37:43,101699.9
2024-12-13 23:37:45,101698.2
2024-12-13 23:37:47,101680.0
2024-12-13 23:37:49,101699.4
2024-12-13 23:37:51,101697.4
2024-12-13 23:37:53,101697.3
2024-12-13 23:37:55,101711.5
2024-12-13 23:37:57,101718.1
2024-12-13 23:37:59,101732.6
2024-12-13 23:38:01,101732.1
2024-12-13 23:38:03,101738.5
2024-12-13 23:38:05,101758.2
2024-12-13 23:38:07,101775.6
2024-12-13 23:38:09,101775.6
2024-12-13 23:38:11,101779.8
2024-12-13 23:38:13,101768.3
2024-12-13 23:38:15,101763.3
2024-12-13 23:38:17,101763.3
2024-12-13 23:38:19,101753.6
2024-12-13 23:38:21,101775.7
2024-12-13 23:38:23,101770.8
2024-12-13 23:38:25,101773.5
2024-12-13 23:38:27,101777.4
2024-12-13 23:38:29,101779.9
2024-12-13 23:38:31,101779.9
2024-12-13 23:38:33,101779.9
2024-12-13 23:38:35,101758.1
2024-12-13 23:38:37,101758.2
2024-12-13 23:38:39,101764.7
2024-12-13 23:38:41,101764.6
2024-12-13 23:38:43,101750.1
2024-12-13 23:38:45,101745.2
2024-12-13 23:38:47,101725.5
2024-12-13 23:38:49,101727.0
2024-12-13 23:38:51,101741.6
2024-12-13 23:38:53,101745.2
2024-12-13 23:38:55,101737.0
2024-12-13 23:38:57,101735.3
2024-12-13 23:38:59,101737.0
2024-12-13 23:39:01,101737.0
2024-12-13 23:39:03,101728.3
2024-12-13 23:39:05,101722.6
2024-12-13 23:39:07,101722.6
2024-12-13 23:39:09,101720.1
2024-12-13 23:39:11,101692.4
2024-12-13 23:39:13,101664.1
2024-12-13 23:39:15,101683.8
2024-12-13 23:39:17,101688.7
2024-12-13 23:39:19,101692.3
2024-12-13 23:39:21,101692.4
2024-12-13 23:39:23,101692.3
2024-12-13 23:39:25,101687.5
2024-12-13 23:39:27,101700.1
2024-12-13 23:39:29,101705.6
2024-12-13 23:39:31,101705.5
2024-12-13 23:39:33,101705.5
2024-12-13 23:39:35,101705.6
2024-12-13 23:39:37,101712.2
2024-12-13 23:39:39,101718.2
2024-12-13 23:39:41,101718.2
2024-12-13 23:39:43,101718.3
2024-12-13 23:39:45,101718.2
2024-12-13 23:39:47,101718.2
2024-12-13 23:39:49,101751.2
2024-12-13 23:39:51,101745.2
2024-12-13 23:39:53,101745.2
2024-12-13 23:39:55,101745.2
2024-12-13 23:39:57,101742.7
2024-12-13 23:39:59,101734.5
2024-12-13 23:40:01,101729.4
2024-12-13 23:40:03,101734.5
2024-12-13 23:40:05,101739.9
2024-12-13 23:40:07,101722.5
2024-12-13 23:40:09,101718.3
2024-12-13 23:40:11,101718.2
2024-12-13 23:40:13,101718.3
2024-12-13 23:40:15,101701.6
2024-12-13 23:40:17,101671.2
2024-12-13 23:40:19,101681.0
2024-12-13 23:40:21,101671.5
2024-12-13 23:40:23,101676.6
2024-12-13 23:40:25,101672.2
2024-12-13 23:40:27,101671.5
2024-12-13 23:40:29,101667.9
2024-12-13 23:40:31,101659.2
2024-12-13 23:40:33,101654.0
2024-12-13 23:40:35,101654.0
2024-12-13 23:40:37,101654.0
2024-12-13 23:40:39,101654.1
2024-12-13 23:40:41,101642.4
2024-12-13 23:40:43,101668.0
2024-12-13 23:40:45,101676.2
2024-12-13 23:40:47,101668.0
2024-12-13 23:40:49,101606.1
2024-12-13 23:40:51,101615.6
2024-12-13 23:40:53,101620.8
2024-12-13 23:40:55,101620.7
2024-12-13 23:40:57,101620.8
2024-12-13 23:40:59,101625.7
2024-12-13 23:41:01,101608.8
2024-12-13 23:41:03,101557.3
2024-12-13 23:41:05,101573.9
2024-12-13 23:41:07,101597.3
2024-12-13 23:41:09,101591.0
2024-12-13 23:41:11,101584.8
2024-12-13 23:41:13,101584.8
2024-12-13 23:41:15,101574.7
2024-12-13 23:41:17,101556.0
2024-12-13 23:41:19,101584.0
2024-12-13 23:41:21,101584.1
2024-12-13 23:41:23,101584.0
2024-12-13 23:41:25,101584.7
2024-12-13 23:41:27,101589.8
2024-12-13 23:41:29,101589.8
2024-12-13 23:41:31,101578.9
2024-12-13 23:41:33,101556.0
2024-12-13 23:41:35,101565.5
2024-12-13 23:41:37,101563.2
2024-12-13 23:41:39,101550.0
2024-12-13 23:41:41,101563.3
2024-12-13 23:41:43,101563.2
2024-12-13 23:41:45,101563.2
2024-12-13 23:41:47,101554.8
2024-12-13 23:41:49,101563.1
2024-12-13 23:41:51,101563.2
2024-12-13 23:41:53,101560.1
2024-12-13 23:41:55,101560.0
2024-12-13 23:41:57,101560.0
2024-12-13 23:41:59,101529.9
2024-12-13 23:42:01,101551.9
2024-12-13 23:42:03,101567.4
2024-12-13 23:42:05,101549.3
2024-12-13 23:42:07,101549.4
2024-12-13 23:42:09,101549.9
2024-12-13 23:42:11,101549.9
2024-12-13 23:42:13,101549.9
2024-12-13 23:42:15,101549.9
2024-12-13 23:42:17,101574.6
2024-12-13 23:42:19,101580.1
2024-12-13 23:42:21,101582.6
2024-12-13 23:42:23,101555.7
2024-12-13 23:42:25,101550.1
2024-12-13 23:42:27,101550.0
2024-12-13 23:42:29,101539.5
2024-12-13 23:42:31,101554.6
2024-12-13 23:42:33,101554.7
2024-12-13 23:42:35,101554.6
2024-12-13 23:42:37,101554.7
2024-12-13 23:42:39,101552.8
2024-12-13 23:42:41,101552.8
2024-12-13 23:42:43,101552.9
2024-12-13 23:42:45,101552.9
2024-12-13 23:42:47,101552.8
2024-12-13 23:42:49,101547.8
2024-12-13 23:42:51,101540.3
2024-12-13 23:42:53,101539.7
2024-12-13 23:42:55,101539.8
2024-12-13 23:42:57,101539.7
2024-12-13 23:42:59,101549.9
2024-12-13 23:43:01,101550.0
2024-12-13 23:43:03,101555.0
2024-12-13 23:43:05,101555.7
2024-12-13 23:43:07,101590.3
2024-12-13 23:43:09,101590.2
2024-12-13 23:43:11,101592.8
2024-12-13 23:43:13,101592.9
2024-12-13 23:43:15,101597.2
2024-12-13 23:43:17,101597.1
2024-12-13 23:43:19,101599.9
2024-12-13 23:43:21,101599.9
2024-12-13 23:43:23,101599.9
2024-12-13 23:43:25,101599.9
2024-12-13 23:43:27,101580.2
2024-12-13 23:43:29,101585.1
2024-12-13 23:43:31,101564.2
2024-12-13 23:43:33,101564.4
2024-12-13 23:43:35,101573.9
2024-12-13 23:43:37,101581.8
2024-12-13 23:43:39,101581.7
2024-12-13 23:43:41,101593.4
2024-12-13 23:43:43,101581.9
2024-12-13 23:43:45,101578.6
2024-12-13 23:43:47,101576.1
2024-12-13 23:43:49,101576.1
2024-12-13 23:43:51,101576.2
2024-12-13 23:43:53,101564.0
2024-12-13 23:43:55,101552.5
2024-12-13 23:43:57,101552.5
2024-12-13 23:43:59,101539.7
2024-12-13 23:44:01,101534.1
2024-12-13 23:44:03,101517.9
2024-12-13 23:44:05,101517.9
2024-12-13 23:44:07,101514.8
2024-12-13 23:44:09,101517.8
2024-12-13 23:44:11,101517.8
2024-12-13 23:44:13,101508.8
2024-12-13 23:44:15,101508.1
2024-12-13 23:44:17,101508.1
2024-12-13 23:44:19,101537.5
2024-12-13 23:44:21,101537.6
2024-12-13 23:44:23,101537.6
2024-12-13 23:44:25,101537.5
2024-12-13 23:44:27,101537.6
2024-12-13 23:44:29,101537.5
2024-12-13 23:44:31,101537.5
2024-12-13 23:44:33,101546.3
2024-12-13 23:44:35,101552.4
2024-12-13 23:44:37,101552.5
2024-12-13 23:44:39,101567.2
2024-12-13 23:44:41,101567.2
2024-12-13 23:44:43,101562.2
2024-12-13 23:44:45,101562.1
2024-12-13 23:44:47,101553.1
2024-12-13 23:44:49,101547.5
2024-12-13 23:44:51,101539.5
2024-12-13 23:44:53,101539.5
2024-12-13 23:44:55,101539.5
2024-12-13 23:44:57,101539.5
2024-12-13 23:44:59,101531.5
2024-12-13 23:45:01,101509.8
2024-12-13 23:45:03,101509.9
2024-12-13 23:45:05,101502.9
2024-12-13 23:45:07,101520.7
2024-12-13 23:45:09,101535.2
2024-12-13 23:45:11,101539.4
2024-12-13 23:45:13,101557.9
2024-12-13 23:45:16,101567.2
2024-12-13 23:45:17,101569.9
2024-12-13 23:45:19,101569.9
2024-12-13 23:45:22,101570.0
2024-12-13 23:45:23,101569.9
2024-12-13 23:45:25,101569.9
2024-12-13 23:45:28,101550.7
2024-12-13 23:45:30,101567.1
2024-12-13 23:45:32,101564.8
2024-12-13 23:45:34,101564.9
2024-12-13 23:45:36,101560.3
2024-12-13 23:45:38,101554.8
2024-12-13 23:45:40,101561.7
2024-12-13 23:45:42,101564.4
2024-12-13 23:45:44,101561.6
2024-12-13 23:45:46,101561.6
2024-12-13 23:45:48,101565.4
2024-12-13 23:45:50,101565.4
2024-12-13 23:45:52,101565.5
2024-12-13 23:45:54,101567.1
2024-12-13 23:45:56,101561.7
2024-12-13 23:45:58,101561.6
2024-12-13 23:46:00,101561.6
2024-12-13 23:46:02,101561.7
2024-12-13 23:46:04,101561.6
2024-12-13 23:46:06,101567.1
2024-12-13 23:46:08,101574.7
2024-12-13 23:46:10,101579.8
2024-12-13 23:46:12,101575.1
2024-12-13 23:46:14,101575.1
2024-12-13 23:46:16,101575.0
2024-12-13 23:46:18,101575.1
2024-12-13 23:46:20,101568.6
2024-12-13 23:46:22,101584.9
2024-12-13 23:46:24,101570.6
2024-12-13 23:46:26,101546.5
2024-12-13 23:46:28,101549.9
2024-12-13 23:46:30,101528.5
2024-12-13 23:46:32,101523.7
2024-12-13 23:46:34,101523.6
2024-12-13 23:46:36,101523.7
2024-12-13 23:46:38,101523.6
2024-12-13 23:46:40,101511.5
2024-12-13 23:46:42,101511.6
2024-12-13 23:46:44,101521.7
2024-12-13 23:46:46,101523.7
2024-12-13 23:46:48,101511.6
2024-12-13 23:46:50,101473.7
2024-12-13 23:46:52,101461.9
2024-12-13 23:46:54,101461.8
2024-12-13 23:46:56,101465.1
2024-12-13 23:46:58,101471.4
2024-12-13 23:47:00,101471.3
2024-12-13 23:47:02,101458.3
2024-12-13 23:47:04,101436.0
2024-12-13 23:47:06,101437.9
2024-12-13 23:47:08,101434.7
2024-12-13 23:47:10,101435.6
2024-12-13 23:47:12,101437.9
2024-12-13 23:47:14,101428.3
2024-12-13 23:47:16,101453.3
2024-12-13 23:47:18,101453.2
2024-12-13 23:47:20,101453.2
2024-12-13 23:47:22,101453.3
2024-12-13 23:47:24,101453.2
2024-12-13 23:47:26,101436.0
2024-12-13 23:47:28,101442.3
2024-12-13 23:47:30,101442.3
2024-12-13 23:47:32,101442.3
2024-12-13 23:47:34,101436.7
2024-12-13 23:47:36,101436.6
2024-12-13 23:47:38,101417.9
2024-12-13 23:47:40,101436.7
2024-12-13 23:47:42,101433.9
2024-12-13 23:47:44,101444.8
2024-12-13 23:47:46,101443.0
2024-12-13 23:47:48,101442.3
2024-12-13 23:47:50,101442.2
2024-12-13 23:47:52,101442.2
2024-12-13 23:47:54,101442.2
2024-12-13 23:47:56,101422.9
2024-12-13 23:47:58,101430.0
2024-12-13 23:48:00,101429.9
2024-12-13 23:48:02,101430.0
2024-12-13 23:48:04,101429.9
2024-12-13 23:48:06,101439.5
2024-12-13 23:48:08,101418.2
2024-12-13 23:48:10,101399.6
2024-12-13 23:48:12,101417.2
2024-12-13 23:48:14,101418.4
2024-12-13 23:48:16,101425.9
2024-12-13 23:48:18,101420.1
2024-12-13 23:48:20,101422.6
2024-12-13 23:48:22,101400.2
2024-12-13 23:48:24,101400.2
2024-12-13 23:48:26,101400.0
2024-12-13 23:48:28,101400.0
2024-12-13 23:48:30,101399.9
2024-12-13 23:48:32,101390.0
2024-12-13 23:48:34,101390.1
2024-12-13 23:48:36,101384.6
2024-12-13 23:48:38,101387.9
2024-12-13 23:48:40,101388.0
2024-12-13 23:48:42,101370.9
2024-12-13 23:48:44,101382.3
2024-12-13 23:48:46,101393.3
2024-12-13 23:48:48,101394.2
2024-12-13 23:48:50,101394.2
2024-12-13 23:48:52,101393.4
2024-12-13 23:48:54,101400.0
2024-12-13 23:48:56,101400.0
2024-12-13 23:48:58,101399.9
2024-12-13 23:49:00,101386.7
2024-12-13 23:49:02,101377.0
2024-12-13 23:49:04,101377.2
2024-12-13 23:49:06,101377.1
2024-12-13 23:49:08,101377.1
2024-12-13 23:49:10,101377.1
2024-12-13 23:49:12,101377.1
2024-12-13 23:49:14,101366.0
2024-12-13 23:49:16,101351.0
2024-12-13 23:49:18,101333.0
2024-12-13 23:49:20,101328.1
2024-12-13 23:49:22,101333.5
2024-12-13 23:49:24,101342.4
2024-12-13 23:49:26,101317.7
2024-12-13 23:49:28,101320.5
2024-12-13 23:49:30,101282.4
2024-12-13 23:49:32,101279.7
2024-12-13 23:49:34,101289.2
2024-12-13 23:49:36,101298.6
2024-12-13 23:49:38,101278.6
2024-12-13 23:49:40,101289.7
2024-12-13 23:49:42,101247.3
2024-12-13 23:49:44,101269.9
2024-12-13 23:49:46,101269.8
2024-12-13 23:49:48,101269.9
2024-12-13 23:49:50,101263.5
2024-12-13 23:49:52,101261.9
2024-12-13 23:49:54,101279.9
2024-12-13 23:49:56,101275.3
2024-12-13 23:49:58,101265.0
2024-12-13 23:50:00,101265.0
2024-12-13 23:50:02,101292.4
2024-12-13 23:50:04,101400.1
2024-12-13 23:50:06,101402.9
2024-12-13 23:50:08,101399.4
2024-12-13 23:50:10,101404.1
2024-12-13 23:50:12,101401.9
2024-12-13 23:50:14,101374.4
2024-12-13 23:50:16,101374.5
2024-12-13 23:50:18,101374.5
2024-12-13 23:50:20,101402.4
2024-12-13 23:50:22,101400.6
2024-12-13 23:50:24,101404.1
2024-12-13 23:50:26,101405.0
2024-12-13 23:50:28,101418.6
2024-12-13 23:50:30,101422.8
2024-12-13 23:50:32,101432.8
2024-12-13 23:50:34,101443.1
2024-12-13 23:50:36,101432.5
2024-12-13 23:50:38,101432.5
2024-12-13 23:50:40,101443.9
2024-12-13 23:50:42,101457.4
2024-12-13 23:50:44,101457.5
2024-12-13 23:50:46,101457.4
2024-12-13 23:50:48,101457.4
2024-12-13 23:50:50,101457.4
2024-12-13 23:50:52,101459.3
2024-12-13 23:50:54,101459.3
2024-12-13 23:50:56,101459.3
2024-12-13 23:50:58,101459.3
2024-12-13 23:51:00,101459.3
2024-12-13 23:51:02,101459.3
2024-12-13 23:51:04,101459.4
2024-12-13 23:51:06,101418.9
2024-12-13 23:51:08,101402.9
2024-12-13 23:51:10,101412.5
2024-12-13 23:51:12,101412.5
2024-12-13 23:51:14,101412.6
2024-12-13 23:51:16,101406.9
2024-12-13 23:51:18,101416.8
2024-12-13 23:51:20,101419.0
2024-12-13 23:51:22,101408.6
2024-12-13 23:51:24,101406.8
2024-12-13 23:51:26,101403.0
2024-12-13 23:51:28,101403.1
2024-12-13 23:51:30,101408.5
2024-12-13 23:51:32,101403.0
2024-12-13 23:51:34,101403.1
2024-12-13 23:51:36,101403.1
2024-12-13 23:51:38,101403.1
2024-12-13 23:51:40,101403.1
2024-12-13 23:51:42,101413.7
2024-12-13 23:51:44,101404.1
2024-12-13 23:51:46,101404.0
2024-12-13 23:51:48,101404.1
2024-12-13 23:51:50,101399.5
2024-12-13 23:51:52,101399.5
2024-12-13 23:51:54,101399.5
2024-12-13 23:51:56,101399.5
2024-12-13 23:51:58,101399.5
2024-12-13 23:52:00,101399.6
2024-12-13 23:52:02,101399.5
2024-12-13 23:52:04,101399.5
2024-12-13 23:52:06,101399.6
2024-12-13 23:52:08,101399.5
2024-12-13 23:52:10,101431.1
2024-12-13 23:52:12,101431.1
2024-12-13 23:52:14,101458.2
2024-12-13 23:52:16,101448.7
2024-12-13 23:52:18,101443.6
2024-12-13 23:52:20,101451.9
2024-12-13 23:52:22,101461.5
2024-12-13 23:52:24,101461.4
2024-12-13 23:52:26,101451.9
2024-12-13 23:52:28,101439.5
2024-12-13 23:52:30,101432.3
2024-12-13 23:52:32,101432.4
2024-12-13 23:52:34,101407.7
2024-12-13 23:52:36,101412.0
2024-12-13 23:52:38,101408.3
2024-12-13 23:52:40,101408.3
2024-12-13 23:52:42,101408.3
2024-12-13 23:52:44,101431.0
2024-12-13 23:52:46,101438.0
2024-12-13 23:52:48,101427.7
2024-12-13 23:52:50,101427.7
2024-12-13 23:52:52,101415.9
2024-12-13 23:52:54,101399.0
2024-12-13 23:52:56,101397.2
2024-12-13 23:52:58,101397.3
2024-12-13 23:53:00,101397.2
2024-12-13 23:53:02,101397.3
2024-12-13 23:53:04,101397.2
2024-12-13 23:53:06,101397.3
2024-12-13 23:53:08,101418.2
2024-12-13 23:53:10,101407.9
2024-12-13 23:53:12,101409.0
2024-12-13 23:53:14,101416.5
2024-12-13 23:53:16,101409.1
2024-12-13 23:53:18,101409.2
2024-12-13 23:53:20,101409.2
2024-12-13 23:53:22,101397.8
2024-12-13 23:53:24,101397.6
2024-12-13 23:53:26,101401.5
