timestamp,trade,price
2024-12-08 08:17:41.279000+05:30,Short Trade,100774.87
2024-12-08 08:17:45.092000+05:30,Short Trade,100779.36
2024-12-08 08:17:46.277000+05:30,Short Trade,100791.04
2024-12-08 08:17:48.263000+05:30,Short Trade,100795.22
2024-12-08 08:17:52.474000+05:30,Short Trade,100800.31
2024-12-08 08:17:55.581000+05:30,Short Trade,100803.17
2024-12-08 08:23:42.380000+05:30,Short Trade,100559.06
2024-12-08 08:51:55.183000+05:30,Short Trade,100503.72
2024-12-08 08:54:18.355000+05:30,Short Trade,100590.29
2024-12-08 08:55:07.781000+05:30,Short Trade,100611.86
2024-12-08 09:02:22.324000+05:30,Short Trade,100519.52
2024-12-08 09:02:38.475000+05:30,Short Trade,100505.95
2024-12-08 09:27:39.553000+05:30,Long Trade,99575.11
2024-12-08 09:31:33.042000+05:30,Short Trade,100433.22
2024-12-08 09:31:53.218000+05:30,Short Trade,100429.35
2024-12-08 09:32:05.313000+05:30,Short Trade,100440.38
2024-12-08 09:33:30.203000+05:30,Short Trade,100395.65
2024-12-08 09:36:17.499000+05:30,Short Trade,100353.88
