Price,Quantity,Datetime,Type
99257.7,0.003,2024-12-14 01:17:19,Bid
99257.2,0.002,2024-12-14 01:17:19,Bid
99256.1,0.503,2024-12-14 01:17:19,Bid
99256.0,0.509,2024-12-14 01:17:19,Bid
99255.0,1.417,2024-12-14 01:17:19,Bid
99254.8,0.503,2024-12-14 01:17:19,Bid
99254.5,0.002,2024-12-14 01:17:19,Bid
99254.3,0.003,2024-12-14 01:17:19,Bid
99253.3,0.032,2024-12-14 01:17:19,Bid
99253.0,0.603,2024-12-14 01:17:19,Bid
99252.3,0.002,2024-12-14 01:17:19,Bid
99252.0,0.027,2024-12-14 01:17:19,Bid
99251.7,0.002,2024-12-14 01:17:19,Bid
99251.5,0.013,2024-12-14 01:17:19,Bid
99251.0,0.002,2024-12-14 01:17:19,Bid
99250.7,0.997,2024-12-14 01:17:19,Bid
99250.2,0.013,2024-12-14 01:17:19,Bid
99250.1,0.023,2024-12-14 01:17:19,Bid
99250.0,11.066,2024-12-14 01:17:19,Bid
99249.7,0.007,2024-12-14 01:17:19,Bid
99249.0,0.349,2024-12-14 01:17:19,Bid
99248.8,1.006,2024-12-14 01:17:19,Bid
99248.0,0.004,2024-12-14 01:17:19,Bid
99246.9,0.017,2024-12-14 01:17:19,Bid
99246.1,1.006,2024-12-14 01:17:19,Bid
99246.0,0.013,2024-12-14 01:17:19,Bid
99245.2,1.247,2024-12-14 01:17:19,Bid
99244.8,0.003,2024-12-14 01:17:19,Bid
99244.5,0.029,2024-12-14 01:17:19,Bid
99244.0,1.054,2024-12-14 01:17:19,Bid
99243.4,0.013,2024-12-14 01:17:19,Bid
99241.6,0.002,2024-12-14 01:17:19,Bid
99241.3,0.003,2024-12-14 01:17:19,Bid
99240.7,0.006,2024-12-14 01:17:19,Bid
99240.4,0.006,2024-12-14 01:17:19,Bid
99240.2,0.003,2024-12-14 01:17:19,Bid
99240.1,0.503,2024-12-14 01:17:19,Bid
99240.0,1.066,2024-12-14 01:17:19,Bid
99239.5,0.013,2024-12-14 01:17:19,Bid
99239.1,0.02,2024-12-14 01:17:19,Bid
99238.9,0.503,2024-12-14 01:17:19,Bid
99238.8,0.503,2024-12-14 01:17:19,Bid
99238.2,0.013,2024-12-14 01:17:19,Bid
99238.0,0.026,2024-12-14 01:17:19,Bid
99237.7,0.047,2024-12-14 01:17:19,Bid
99237.0,0.018,2024-12-14 01:17:19,Bid
99236.7,0.503,2024-12-14 01:17:19,Bid
99235.8,0.004,2024-12-14 01:17:19,Bid
99235.6,0.011,2024-12-14 01:17:19,Bid
99235.1,0.005,2024-12-14 01:17:19,Bid
99235.0,0.125,2024-12-14 01:17:19,Bid
99234.7,0.025,2024-12-14 01:17:19,Bid
99234.6,0.01,2024-12-14 01:17:19,Bid
99234.2,0.08,2024-12-14 01:17:19,Bid
99233.8,0.002,2024-12-14 01:17:19,Bid
99233.0,0.61,2024-12-14 01:17:19,Bid
99232.6,0.006,2024-12-14 01:17:19,Bid
99231.0,0.022,2024-12-14 01:17:19,Bid
99230.9,0.013,2024-12-14 01:17:19,Bid
99230.7,0.064,2024-12-14 01:17:19,Bid
99230.0,0.48,2024-12-14 01:17:19,Bid
99229.8,0.002,2024-12-14 01:17:19,Bid
99229.5,0.015,2024-12-14 01:17:19,Bid
99229.0,0.013,2024-12-14 01:17:19,Bid
99228.9,0.006,2024-12-14 01:17:19,Bid
99228.8,0.013,2024-12-14 01:17:19,Bid
99228.4,0.002,2024-12-14 01:17:19,Bid
99226.9,0.382,2024-12-14 01:17:19,Bid
99226.5,0.804,2024-12-14 01:17:19,Bid
99226.4,0.014,2024-12-14 01:17:19,Bid
99226.1,1.548,2024-12-14 01:17:19,Bid
99226.0,0.093,2024-12-14 01:17:19,Bid
99225.2,0.503,2024-12-14 01:17:19,Bid
99225.1,0.005,2024-12-14 01:17:19,Bid
99225.0,0.169,2024-12-14 01:17:19,Bid
99224.5,1.96,2024-12-14 01:17:19,Bid
99224.4,0.502,2024-12-14 01:17:19,Bid
99224.1,0.002,2024-12-14 01:17:19,Bid
99224.0,0.208,2024-12-14 01:17:19,Bid
99223.8,0.002,2024-12-14 01:17:19,Bid
99223.0,0.03,2024-12-14 01:17:19,Bid
99222.3,0.192,2024-12-14 01:17:19,Bid
99222.0,0.288,2024-12-14 01:17:19,Bid
99221.6,0.002,2024-12-14 01:17:19,Bid
99220.9,0.091,2024-12-14 01:17:19,Bid
99220.5,0.402,2024-12-14 01:17:19,Bid
99220.0,0.745,2024-12-14 01:17:19,Bid
99219.5,0.002,2024-12-14 01:17:19,Bid
99218.5,0.022,2024-12-14 01:17:19,Bid
99218.0,0.07,2024-12-14 01:17:19,Bid
99217.3,0.013,2024-12-14 01:17:19,Bid
99217.2,0.003,2024-12-14 01:17:19,Bid
99216.9,0.002,2024-12-14 01:17:19,Bid
99216.2,0.024,2024-12-14 01:17:19,Bid
99216.0,0.466,2024-12-14 01:17:19,Bid
99215.9,0.016,2024-12-14 01:17:19,Bid
99215.8,0.004,2024-12-14 01:17:19,Bid
99214.7,0.503,2024-12-14 01:17:19,Bid
99214.5,0.005,2024-12-14 01:17:19,Bid
99214.2,0.002,2024-12-14 01:17:19,Bid
99213.7,0.003,2024-12-14 01:17:19,Bid
99213.4,0.003,2024-12-14 01:17:19,Bid
99213.1,0.005,2024-12-14 01:17:19,Bid
99213.0,0.076,2024-12-14 01:17:19,Bid
99212.9,0.008,2024-12-14 01:17:19,Bid
99212.7,0.005,2024-12-14 01:17:19,Bid
99212.5,0.008,2024-12-14 01:17:19,Bid
99212.0,0.004,2024-12-14 01:17:19,Bid
99211.6,0.002,2024-12-14 01:17:19,Bid
99211.3,0.013,2024-12-14 01:17:19,Bid
99211.2,0.038,2024-12-14 01:17:19,Bid
99211.1,0.18,2024-12-14 01:17:19,Bid
99211.0,1.144,2024-12-14 01:17:19,Bid
99210.8,0.402,2024-12-14 01:17:19,Bid
99210.5,0.012,2024-12-14 01:17:19,Bid
99210.4,0.024,2024-12-14 01:17:19,Bid
99210.0,1.204,2024-12-14 01:17:19,Bid
99209.5,0.004,2024-12-14 01:17:19,Bid
99209.1,0.002,2024-12-14 01:17:19,Bid
99208.6,0.51,2024-12-14 01:17:19,Bid
99208.2,0.002,2024-12-14 01:17:19,Bid
99208.0,0.505,2024-12-14 01:17:19,Bid
99207.7,0.006,2024-12-14 01:17:19,Bid
99207.4,0.026,2024-12-14 01:17:19,Bid
99207.2,0.003,2024-12-14 01:17:19,Bid
99207.1,0.518,2024-12-14 01:17:19,Bid
99207.0,0.002,2024-12-14 01:17:19,Bid
99206.9,0.01,2024-12-14 01:17:19,Bid
99206.6,0.002,2024-12-14 01:17:19,Bid
99206.1,0.018,2024-12-14 01:17:19,Bid
99205.7,0.006,2024-12-14 01:17:19,Bid
99205.6,0.01,2024-12-14 01:17:19,Bid
99205.4,0.01,2024-12-14 01:17:19,Bid
99205.1,0.001,2024-12-14 01:17:19,Bid
99205.0,0.303,2024-12-14 01:17:19,Bid
99204.5,0.002,2024-12-14 01:17:19,Bid
99203.7,0.01,2024-12-14 01:17:19,Bid
99203.6,1.007,2024-12-14 01:17:19,Bid
99203.0,0.018,2024-12-14 01:17:19,Bid
99202.1,0.01,2024-12-14 01:17:19,Bid
99202.0,0.013,2024-12-14 01:17:19,Bid
99201.2,0.007,2024-12-14 01:17:19,Bid
99201.1,0.012,2024-12-14 01:17:19,Bid
99201.0,0.105,2024-12-14 01:17:19,Bid
99200.8,0.002,2024-12-14 01:17:19,Bid
99200.7,0.181,2024-12-14 01:17:19,Bid
99200.5,0.02,2024-12-14 01:17:19,Bid
99200.4,0.007,2024-12-14 01:17:19,Bid
99200.2,1.01,2024-12-14 01:17:19,Bid
99200.1,1.006,2024-12-14 01:17:19,Bid
99200.0,35.426,2024-12-14 01:17:19,Bid
99199.6,0.525,2024-12-14 01:17:19,Bid
99199.2,0.505,2024-12-14 01:17:19,Bid
99199.0,0.062,2024-12-14 01:17:19,Bid
99198.7,1.007,2024-12-14 01:17:19,Bid
99198.4,0.005,2024-12-14 01:17:19,Bid
99198.0,0.013,2024-12-14 01:17:19,Bid
99197.7,0.503,2024-12-14 01:17:19,Bid
99197.4,0.003,2024-12-14 01:17:19,Bid
99196.8,0.405,2024-12-14 01:17:19,Bid
99195.9,0.018,2024-12-14 01:17:19,Bid
99195.5,0.164,2024-12-14 01:17:19,Bid
99195.4,2.674,2024-12-14 01:17:19,Bid
99194.8,0.004,2024-12-14 01:17:19,Bid
99194.4,0.002,2024-12-14 01:17:19,Bid
99194.3,0.503,2024-12-14 01:17:19,Bid
99193.5,0.005,2024-12-14 01:17:19,Bid
99193.3,0.052,2024-12-14 01:17:19,Bid
99192.8,0.006,2024-12-14 01:17:19,Bid
99192.3,0.009,2024-12-14 01:17:19,Bid
99192.0,0.008,2024-12-14 01:17:19,Bid
99191.9,0.005,2024-12-14 01:17:19,Bid
99191.5,0.007,2024-12-14 01:17:19,Bid
99191.2,0.503,2024-12-14 01:17:19,Bid
99191.0,0.508,2024-12-14 01:17:19,Bid
99190.6,0.002,2024-12-14 01:17:19,Bid
99190.2,0.005,2024-12-14 01:17:19,Bid
99190.0,0.514,2024-12-14 01:17:19,Bid
99189.7,0.003,2024-12-14 01:17:19,Bid
99189.3,0.025,2024-12-14 01:17:19,Bid
99188.8,4.388,2024-12-14 01:17:19,Bid
99188.2,0.268,2024-12-14 01:17:19,Bid
99188.1,0.504,2024-12-14 01:17:19,Bid
99188.0,6.68,2024-12-14 01:17:19,Bid
99187.5,0.02,2024-12-14 01:17:19,Bid
99187.3,0.001,2024-12-14 01:17:19,Bid
99187.1,0.003,2024-12-14 01:17:19,Bid
99187.0,0.008,2024-12-14 01:17:19,Bid
99186.7,0.004,2024-12-14 01:17:19,Bid
99186.3,0.014,2024-12-14 01:17:19,Bid
99186.2,0.014,2024-12-14 01:17:19,Bid
99186.1,1.009,2024-12-14 01:17:19,Bid
99186.0,0.045,2024-12-14 01:17:19,Bid
99185.3,0.201,2024-12-14 01:17:19,Bid
99185.1,0.01,2024-12-14 01:17:19,Bid
99184.3,0.003,2024-12-14 01:17:19,Bid
99184.0,0.045,2024-12-14 01:17:19,Bid
99183.8,0.007,2024-12-14 01:17:19,Bid
99183.5,0.01,2024-12-14 01:17:19,Bid
99183.3,0.153,2024-12-14 01:17:19,Bid
99183.2,0.468,2024-12-14 01:17:19,Bid
99183.1,0.01,2024-12-14 01:17:19,Bid
99182.9,0.003,2024-12-14 01:17:19,Bid
99182.7,0.001,2024-12-14 01:17:19,Bid
99182.2,0.005,2024-12-14 01:17:19,Bid
99182.0,0.004,2024-12-14 01:17:19,Bid
99181.8,0.009,2024-12-14 01:17:19,Bid
99181.5,0.005,2024-12-14 01:17:19,Bid
99180.1,0.002,2024-12-14 01:17:19,Bid
99180.0,1.153,2024-12-14 01:17:19,Bid
99178.6,0.005,2024-12-14 01:17:19,Bid
99178.1,0.004,2024-12-14 01:17:19,Bid
99177.6,0.013,2024-12-14 01:17:19,Bid
99177.5,0.011,2024-12-14 01:17:19,Bid
99177.2,0.002,2024-12-14 01:17:19,Bid
99176.6,0.002,2024-12-14 01:17:19,Bid
99176.4,0.002,2024-12-14 01:17:19,Bid
99176.3,0.403,2024-12-14 01:17:19,Bid
99176.0,2.924,2024-12-14 01:17:19,Bid
99175.9,0.015,2024-12-14 01:17:19,Bid
99175.8,0.565,2024-12-14 01:17:19,Bid
99175.1,0.003,2024-12-14 01:17:19,Bid
99174.9,0.003,2024-12-14 01:17:19,Bid
99174.8,0.002,2024-12-14 01:17:19,Bid
99174.6,0.006,2024-12-14 01:17:19,Bid
99173.9,2.969,2024-12-14 01:17:19,Bid
99173.1,0.002,2024-12-14 01:17:19,Bid
99171.9,0.003,2024-12-14 01:17:19,Bid
99171.7,0.019,2024-12-14 01:17:19,Bid
99171.6,0.009,2024-12-14 01:17:19,Bid
99171.5,1.78,2024-12-14 01:17:19,Bid
99171.4,0.018,2024-12-14 01:17:19,Bid
99170.1,1.253,2024-12-14 01:17:19,Bid
99170.0,0.122,2024-12-14 01:17:19,Bid
99169.8,0.003,2024-12-14 01:17:19,Bid
99169.2,0.03,2024-12-14 01:17:19,Bid
99169.0,0.029,2024-12-14 01:17:19,Bid
99168.7,0.004,2024-12-14 01:17:19,Bid
99168.0,0.015,2024-12-14 01:17:19,Bid
99167.9,0.005,2024-12-14 01:17:19,Bid
99167.8,0.01,2024-12-14 01:17:19,Bid
99167.0,0.024,2024-12-14 01:17:19,Bid
99166.6,0.288,2024-12-14 01:17:19,Bid
99166.5,0.068,2024-12-14 01:17:19,Bid
99166.4,0.002,2024-12-14 01:17:19,Bid
99166.0,0.024,2024-12-14 01:17:19,Bid
99165.9,1.01,2024-12-14 01:17:19,Bid
99165.8,0.986,2024-12-14 01:17:19,Bid
99165.5,1.017,2024-12-14 01:17:19,Bid
99165.0,0.054,2024-12-14 01:17:19,Bid
99164.1,0.002,2024-12-14 01:17:19,Bid
99164.0,0.006,2024-12-14 01:17:19,Bid
99163.9,0.006,2024-12-14 01:17:19,Bid
99163.8,0.004,2024-12-14 01:17:19,Bid
99163.4,0.003,2024-12-14 01:17:19,Bid
99163.0,0.008,2024-12-14 01:17:19,Bid
99162.8,0.003,2024-12-14 01:17:19,Bid
99162.6,0.002,2024-12-14 01:17:19,Bid
99162.2,0.004,2024-12-14 01:17:19,Bid
99162.0,0.033,2024-12-14 01:17:19,Bid
99161.7,0.786,2024-12-14 01:17:19,Bid
99161.2,0.003,2024-12-14 01:17:19,Bid
99161.0,0.037,2024-12-14 01:17:19,Bid
99160.9,0.01,2024-12-14 01:17:19,Bid
99160.2,0.08,2024-12-14 01:17:19,Bid
99160.0,0.311,2024-12-14 01:17:19,Bid
99159.7,1.292,2024-12-14 01:17:19,Bid
99159.0,0.003,2024-12-14 01:17:19,Bid
99158.6,0.002,2024-12-14 01:17:19,Bid
99158.5,0.002,2024-12-14 01:17:19,Bid
99157.9,0.005,2024-12-14 01:17:19,Bid
99157.8,0.003,2024-12-14 01:17:19,Bid
99157.6,0.493,2024-12-14 01:17:19,Bid
99157.5,0.009,2024-12-14 01:17:19,Bid
99157.0,0.005,2024-12-14 01:17:19,Bid
99156.0,0.315,2024-12-14 01:17:19,Bid
99155.9,0.015,2024-12-14 01:17:19,Bid
99155.3,0.504,2024-12-14 01:17:19,Bid
99155.0,1.669,2024-12-14 01:17:19,Bid
99154.1,0.002,2024-12-14 01:17:19,Bid
99154.0,0.004,2024-12-14 01:17:19,Bid
99153.1,0.005,2024-12-14 01:17:19,Bid
99153.0,0.008,2024-12-14 01:17:19,Bid
99152.9,0.002,2024-12-14 01:17:19,Bid
99152.7,0.006,2024-12-14 01:17:19,Bid
99151.5,0.002,2024-12-14 01:17:19,Bid
99151.0,0.007,2024-12-14 01:17:19,Bid
99150.5,0.504,2024-12-14 01:17:19,Bid
99150.0,22.187,2024-12-14 01:17:19,Bid
99149.6,0.164,2024-12-14 01:17:19,Bid
99149.2,0.002,2024-12-14 01:17:19,Bid
99149.0,0.035,2024-12-14 01:17:19,Bid
99148.9,0.003,2024-12-14 01:17:19,Bid
99148.8,0.01,2024-12-14 01:17:19,Bid
99148.5,0.035,2024-12-14 01:17:19,Bid
99147.7,0.008,2024-12-14 01:17:19,Bid
99146.8,0.01,2024-12-14 01:17:19,Bid
99146.6,0.508,2024-12-14 01:17:19,Bid
99146.0,1.007,2024-12-14 01:17:19,Bid
99145.3,0.007,2024-12-14 01:17:19,Bid
99145.0,0.31,2024-12-14 01:17:19,Bid
99144.3,0.002,2024-12-14 01:17:19,Bid
99144.2,0.002,2024-12-14 01:17:19,Bid
99144.0,0.023,2024-12-14 01:17:19,Bid
99143.8,0.003,2024-12-14 01:17:19,Bid
99142.8,1.617,2024-12-14 01:17:19,Bid
99142.6,0.403,2024-12-14 01:17:19,Bid
99142.3,0.353,2024-12-14 01:17:19,Bid
99141.8,0.007,2024-12-14 01:17:19,Bid
99140.4,0.017,2024-12-14 01:17:19,Bid
99140.0,0.294,2024-12-14 01:17:19,Bid
99139.2,1.008,2024-12-14 01:17:19,Bid
99138.6,0.153,2024-12-14 01:17:19,Bid
99138.2,0.003,2024-12-14 01:17:19,Bid
99137.3,0.002,2024-12-14 01:17:19,Bid
99136.6,0.002,2024-12-14 01:17:19,Bid
99136.5,0.339,2024-12-14 01:17:19,Bid
99136.3,0.003,2024-12-14 01:17:19,Bid
99136.1,0.002,2024-12-14 01:17:19,Bid
99136.0,0.002,2024-12-14 01:17:19,Bid
99135.4,0.609,2024-12-14 01:17:19,Bid
99135.0,0.106,2024-12-14 01:17:19,Bid
99134.7,0.002,2024-12-14 01:17:19,Bid
99133.3,1.019,2024-12-14 01:17:19,Bid
99133.0,0.773,2024-12-14 01:17:19,Bid
99131.1,0.004,2024-12-14 01:17:19,Bid
99130.8,0.003,2024-12-14 01:17:19,Bid
99130.6,0.02,2024-12-14 01:17:19,Bid
99130.5,0.237,2024-12-14 01:17:19,Bid
99130.3,0.045,2024-12-14 01:17:19,Bid
99130.1,0.015,2024-12-14 01:17:19,Bid
99130.0,0.025,2024-12-14 01:17:19,Bid
99129.0,0.017,2024-12-14 01:17:19,Bid
99128.2,0.015,2024-12-14 01:17:19,Bid
99128.0,0.085,2024-12-14 01:17:19,Bid
99127.0,0.003,2024-12-14 01:17:19,Bid
99126.8,0.004,2024-12-14 01:17:19,Bid
99126.7,0.011,2024-12-14 01:17:19,Bid
99126.3,0.002,2024-12-14 01:17:19,Bid
99126.2,0.005,2024-12-14 01:17:19,Bid
99126.0,0.002,2024-12-14 01:17:19,Bid
99125.7,0.006,2024-12-14 01:17:19,Bid
99125.6,0.075,2024-12-14 01:17:19,Bid
99125.3,1.306,2024-12-14 01:17:19,Bid
99124.2,0.002,2024-12-14 01:17:19,Bid
99124.1,0.001,2024-12-14 01:17:19,Bid
99123.3,1.313,2024-12-14 01:17:19,Bid
99123.0,0.856,2024-12-14 01:17:19,Bid
99122.0,0.167,2024-12-14 01:17:19,Bid
99121.6,0.003,2024-12-14 01:17:19,Bid
99121.0,0.09,2024-12-14 01:17:19,Bid
99120.0,0.653,2024-12-14 01:17:19,Bid
99119.8,0.147,2024-12-14 01:17:19,Bid
99119.7,0.017,2024-12-14 01:17:19,Bid
99118.7,0.002,2024-12-14 01:17:19,Bid
99116.7,0.004,2024-12-14 01:17:19,Bid
99116.2,0.002,2024-12-14 01:17:19,Bid
99115.5,0.006,2024-12-14 01:17:19,Bid
99115.3,0.004,2024-12-14 01:17:19,Bid
99115.2,0.63,2024-12-14 01:17:19,Bid
99115.0,0.025,2024-12-14 01:17:19,Bid
99114.1,2.016,2024-12-14 01:17:19,Bid
99113.0,0.1,2024-12-14 01:17:19,Bid
99112.3,0.002,2024-12-14 01:17:19,Bid
99111.6,0.002,2024-12-14 01:17:19,Bid
99111.5,0.01,2024-12-14 01:17:19,Bid
99111.3,0.064,2024-12-14 01:17:19,Bid
99111.1,0.214,2024-12-14 01:17:19,Bid
99111.0,0.317,2024-12-14 01:17:19,Bid
99110.0,0.117,2024-12-14 01:17:19,Bid
99109.0,0.509,2024-12-14 01:17:19,Bid
99108.2,0.506,2024-12-14 01:17:19,Bid
99108.0,0.036,2024-12-14 01:17:19,Bid
99107.4,0.504,2024-12-14 01:17:19,Bid
99107.3,0.506,2024-12-14 01:17:19,Bid
99106.9,0.005,2024-12-14 01:17:19,Bid
99106.7,0.169,2024-12-14 01:17:19,Bid
99106.5,3.016,2024-12-14 01:17:19,Bid
99105.0,0.261,2024-12-14 01:17:19,Bid
99104.5,0.002,2024-12-14 01:17:19,Bid
99103.8,0.005,2024-12-14 01:17:19,Bid
99103.6,0.013,2024-12-14 01:17:19,Bid
99102.6,0.004,2024-12-14 01:17:19,Bid
99102.5,0.006,2024-12-14 01:17:19,Bid
99102.0,0.009,2024-12-14 01:17:19,Bid
99101.1,0.163,2024-12-14 01:17:19,Bid
99101.0,0.374,2024-12-14 01:17:19,Bid
99100.9,0.002,2024-12-14 01:17:19,Bid
99100.7,0.002,2024-12-14 01:17:19,Bid
99100.5,0.005,2024-12-14 01:17:19,Bid
99100.2,0.036,2024-12-14 01:17:19,Bid
99100.1,0.01,2024-12-14 01:17:19,Bid
99100.0,25.583,2024-12-14 01:17:19,Bid
99099.8,0.022,2024-12-14 01:17:19,Bid
99099.6,0.504,2024-12-14 01:17:19,Bid
99099.0,2.418,2024-12-14 01:17:19,Bid
99097.7,0.002,2024-12-14 01:17:19,Bid
99097.0,0.504,2024-12-14 01:17:19,Bid
99096.9,0.004,2024-12-14 01:17:19,Bid
99096.8,0.008,2024-12-14 01:17:19,Bid
99096.5,0.013,2024-12-14 01:17:19,Bid
99096.0,0.196,2024-12-14 01:17:19,Bid
99095.8,0.017,2024-12-14 01:17:19,Bid
99095.1,0.002,2024-12-14 01:17:19,Bid
99094.9,0.001,2024-12-14 01:17:19,Bid
99094.6,0.02,2024-12-14 01:17:19,Bid
99094.4,0.006,2024-12-14 01:17:19,Bid
99094.2,0.497,2024-12-14 01:17:19,Bid
99093.1,0.005,2024-12-14 01:17:19,Bid
99093.0,0.006,2024-12-14 01:17:19,Bid
99092.4,0.002,2024-12-14 01:17:19,Bid
99092.2,0.003,2024-12-14 01:17:19,Bid
99092.0,0.002,2024-12-14 01:17:19,Bid
99091.9,0.027,2024-12-14 01:17:19,Bid
99091.2,0.005,2024-12-14 01:17:19,Bid
99091.0,0.873,2024-12-14 01:17:19,Bid
99090.9,0.032,2024-12-14 01:17:19,Bid
99090.3,0.004,2024-12-14 01:17:19,Bid
99090.0,0.743,2024-12-14 01:17:19,Bid
99089.6,0.01,2024-12-14 01:17:19,Bid
99089.0,0.014,2024-12-14 01:17:19,Bid
99088.3,0.005,2024-12-14 01:17:19,Bid
99088.0,0.235,2024-12-14 01:17:19,Bid
99087.5,0.017,2024-12-14 01:17:19,Bid
99087.4,0.002,2024-12-14 01:17:19,Bid
99087.0,0.02,2024-12-14 01:17:19,Bid
99086.9,0.002,2024-12-14 01:17:19,Bid
99086.4,0.107,2024-12-14 01:17:19,Bid
99086.1,0.005,2024-12-14 01:17:19,Bid
99086.0,0.141,2024-12-14 01:17:19,Bid
99085.7,0.085,2024-12-14 01:17:19,Bid
99084.7,0.013,2024-12-14 01:17:19,Bid
99082.0,0.242,2024-12-14 01:17:19,Bid
99081.9,0.554,2024-12-14 01:17:19,Bid
99081.6,0.002,2024-12-14 01:17:19,Bid
99080.8,0.112,2024-12-14 01:17:19,Bid
99080.6,2.666,2024-12-14 01:17:19,Bid
99080.5,0.003,2024-12-14 01:17:19,Bid
99080.0,0.688,2024-12-14 01:17:19,Bid
99079.5,1.058,2024-12-14 01:17:19,Bid
99079.0,0.027,2024-12-14 01:17:19,Bid
99078.4,0.016,2024-12-14 01:17:19,Bid
99078.0,0.009,2024-12-14 01:17:19,Bid
99077.1,0.003,2024-12-14 01:17:19,Bid
99076.8,0.056,2024-12-14 01:17:19,Bid
99076.6,0.045,2024-12-14 01:17:19,Bid
99076.1,0.013,2024-12-14 01:17:19,Bid
99075.2,0.002,2024-12-14 01:17:19,Bid
99074.8,0.002,2024-12-14 01:17:19,Bid
99074.7,1.393,2024-12-14 01:17:19,Bid
99074.1,0.008,2024-12-14 01:17:19,Bid
99074.0,0.001,2024-12-14 01:17:19,Bid
99073.4,0.009,2024-12-14 01:17:19,Bid
99073.3,0.022,2024-12-14 01:17:19,Bid
99073.1,0.44,2024-12-14 01:17:19,Bid
99073.0,0.103,2024-12-14 01:17:19,Bid
99072.7,2.6,2024-12-14 01:17:19,Bid
99072.5,0.002,2024-12-14 01:17:19,Bid
99072.3,0.554,2024-12-14 01:17:19,Bid
99072.1,0.5,2024-12-14 01:17:19,Bid
99072.0,0.02,2024-12-14 01:17:19,Bid
99071.4,1.009,2024-12-14 01:17:19,Bid
99071.2,0.007,2024-12-14 01:17:19,Bid
99071.0,0.068,2024-12-14 01:17:19,Bid
99070.9,0.014,2024-12-14 01:17:19,Bid
99070.1,0.003,2024-12-14 01:17:19,Bid
99070.0,3.502,2024-12-14 01:17:19,Bid
99069.0,0.06,2024-12-14 01:17:19,Bid
99068.9,0.012,2024-12-14 01:17:19,Bid
99068.5,0.014,2024-12-14 01:17:19,Bid
99068.0,0.01,2024-12-14 01:17:19,Bid
99067.2,0.002,2024-12-14 01:17:19,Bid
99067.1,0.076,2024-12-14 01:17:19,Bid
99067.0,0.002,2024-12-14 01:17:19,Bid
99066.6,0.309,2024-12-14 01:17:19,Bid
99066.1,0.129,2024-12-14 01:17:19,Bid
99065.1,0.04,2024-12-14 01:17:19,Bid
99064.5,0.002,2024-12-14 01:17:19,Bid
99064.4,0.494,2024-12-14 01:17:19,Bid
99064.3,0.106,2024-12-14 01:17:19,Bid
99064.1,0.002,2024-12-14 01:17:19,Bid
99063.2,0.001,2024-12-14 01:17:19,Bid
99062.7,0.002,2024-12-14 01:17:19,Bid
99062.6,0.025,2024-12-14 01:17:19,Bid
99062.0,6.104,2024-12-14 01:17:19,Bid
99061.6,0.011,2024-12-14 01:17:19,Bid
99060.7,0.004,2024-12-14 01:17:19,Bid
99058.7,0.003,2024-12-14 01:17:19,Bid
99058.0,0.018,2024-12-14 01:17:19,Bid
99057.7,0.02,2024-12-14 01:17:19,Bid
99057.5,0.002,2024-12-14 01:17:19,Bid
99057.1,0.504,2024-12-14 01:17:19,Bid
99056.7,0.007,2024-12-14 01:17:19,Bid
99055.7,0.17,2024-12-14 01:17:19,Bid
99055.0,0.051,2024-12-14 01:17:19,Bid
99054.7,0.005,2024-12-14 01:17:19,Bid
99054.5,0.002,2024-12-14 01:17:19,Bid
99053.7,0.014,2024-12-14 01:17:19,Bid
99053.3,0.009,2024-12-14 01:17:19,Bid
99053.1,0.504,2024-12-14 01:17:19,Bid
99053.0,0.003,2024-12-14 01:17:19,Bid
99052.6,0.065,2024-12-14 01:17:19,Bid
99052.0,0.003,2024-12-14 01:17:19,Bid
99051.5,0.002,2024-12-14 01:17:19,Bid
99051.0,0.1,2024-12-14 01:17:19,Bid
99050.8,0.005,2024-12-14 01:17:19,Bid
99050.0,3.948,2024-12-14 01:17:19,Bid
99049.9,0.262,2024-12-14 01:17:19,Bid
99049.7,0.016,2024-12-14 01:17:19,Bid
99047.3,1.574,2024-12-14 01:17:19,Bid
99046.3,0.002,2024-12-14 01:17:19,Bid
99045.4,0.003,2024-12-14 01:17:19,Bid
99045.2,0.215,2024-12-14 01:17:19,Bid
99044.8,0.1,2024-12-14 01:17:19,Bid
99042.1,0.003,2024-12-14 01:17:19,Bid
99040.9,0.003,2024-12-14 01:17:19,Bid
99040.4,0.025,2024-12-14 01:17:19,Bid
99040.0,0.12,2024-12-14 01:17:19,Bid
99038.3,0.504,2024-12-14 01:17:19,Bid
99037.4,0.007,2024-12-14 01:17:19,Bid
99036.0,0.002,2024-12-14 01:17:19,Bid
99034.8,0.078,2024-12-14 01:17:19,Bid
99034.0,0.439,2024-12-14 01:17:19,Bid
99033.9,0.002,2024-12-14 01:17:19,Bid
99033.8,1.009,2024-12-14 01:17:19,Bid
99033.5,0.002,2024-12-14 01:17:19,Bid
99032.5,0.029,2024-12-14 01:17:19,Bid
99031.7,0.504,2024-12-14 01:17:19,Bid
99030.8,0.003,2024-12-14 01:17:19,Bid
99027.2,0.003,2024-12-14 01:17:19,Bid
99026.8,0.005,2024-12-14 01:17:19,Bid
99026.6,0.002,2024-12-14 01:17:19,Bid
99025.8,0.002,2024-12-14 01:17:19,Bid
99025.6,0.049,2024-12-14 01:17:19,Bid
99025.2,0.03,2024-12-14 01:17:19,Bid
99024.6,0.06,2024-12-14 01:17:19,Bid
99024.4,0.004,2024-12-14 01:17:19,Bid
